tconst,V1,ID,Title,Year,Age,IMDb,Rotten_Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,IMDb_catalog_2021,IMDb_rating_2026,IMDb_ratecount_2026,imdb_title_type,Match_Confidence_Current,rating_change,IMDb_rating_2021,IMDb_ratecount_2021,rating_change_2021_2026,ratecount_change_2021_2026,n_platforms,exclusive
tt10895604,1708,1714,Power Players,2019,7+,6.0/10,37/100,1,0,0,0,1,6,5.2,149,tvSeries,Exact (title + year),-0.8,6,54,-0.8,95,1,TRUE
tt1090143,4407,4708,Superships,2001,all,7.6/10,31/100,0,0,1,0,1,7.6,7.3,28,tvSeries,Exact (title + year),-0.3,7.6,19,-0.3,9,1,TRUE
tt1091909,2176,2222,Murdoch Mysteries,2008,7+,8.1/10,71/100,0,1,0,0,1,8.1,8.2,20563,tvSeries,Exact (title + year),0.0999999999999996,8.1,11195,0.0999999999999996,9368,1,TRUE
tt10919290,1541,1547,Centaurworld,2021,7+,7.1/10,42/100,1,0,0,0,1,7.1,7.6,3296,tvSeries,Exact (title + year),0.5,,,,,1,TRUE
tt10919902,1238,1241,The Lies Within,2019,"",7.0/10,48/100,1,0,0,0,1,7,7.1,742,tvSeries,Exact (title + year),0.0999999999999996,7,243,0.0999999999999996,499,1,TRUE
tt10930958,1148,1151,Brews Brothers,2020,18+,5.1/10,49/100,1,0,0,0,1,5.1,5.2,2255,tvSeries,Exact (title + year),0.100000000000001,5.1,1674,0.100000000000001,581,1,TRUE
tt10932166,1670,1676,Ricky Zoom,2019,all,6.5/10,39/100,1,0,0,0,1,6.5,5.7,141,tvSeries,Exact (title + year),-0.8,6.5,67,-0.8,74,1,TRUE
tt10936342,2288,2347,Transplant,2020,16+,7.9/10,67/100,0,1,0,0,1,7.9,7.9,6820,tvSeries,Exact (title + year),0,7.9,2672,0,4148,1,TRUE
tt10945036,926,929,The Upshaws,2021,16+,6.9/10,53/100,1,0,0,0,1,6.9,7.1,5147,tvSeries,Exact (title + year),0.199999999999999,6.9,1552,0.199999999999999,3595,1,TRUE
tt10948294,3863,4130,The Great Escapists,2021,"",5.6/10,48/100,0,0,1,0,1,5.6,5.6,2986,tvSeries,Exact (title + year),0,5.8,1846,-0.2,1140,1,TRUE
tt10948316,987,990,Who Killed Malcolm X?,2019,"",7.6/10,52/100,1,0,0,0,1,7.6,7.5,2565,tvMiniSeries,Exact (title + year),-0.0999999999999996,7.6,1782,-0.0999999999999996,783,1,TRUE
tt10954274,2676,2780,ID: INVADED,2020,18+,7.7/10,54/100,0,1,0,0,1,7.7,7.5,3793,tvMiniSeries,Exact (title + original-language year),-0.2,7.7,1016,-0.2,2777,1,TRUE
tt10956962,315,317,The Gift,2019,18+,7.2/10,69/100,1,1,0,0,1,7.2,6.2,28,tvSeries,Exact (title + original-language year),-1,5.1,13,1.1,15,2,FALSE
tt1096666,4137,4431,Stories from the Stone Age,2004,all,8.5/10,39/100,0,0,1,0,1,8.5,8.4,96,tvSeries,"Fuzzy (title exact, year +-1)",-0.0999999999999996,8.5,86,-0.0999999999999996,10,1,TRUE
tt10970552,199,200,The Haunting of Bly Manor,2020,"",7.4/10,74/100,1,0,0,0,1,7.4,7.4,146149,tvMiniSeries,Exact (title + year),0,7.4,75839,0,70310,1,TRUE
tt10971022,813,816,The Crew,2021,16+,6.6/10,56/100,1,0,0,0,1,6.6,6.5,6995,tvSeries,Exact (title + year),-0.0999999999999996,6.6,4275,-0.0999999999999996,2720,1,TRUE
tt10971532,914,917,Queer Eye: We're in Japan!,2019,16+,8.2/10,54/100,1,0,0,0,1,8.2,8.2,2901,tvSeries,Exact (title + year),0,8.2,2100,0,801,1,TRUE
tt10973800,766,769,Equinox,2020,18+,6.1/10,57/100,1,0,0,0,1,6.1,6.1,8920,tvSeries,Exact (title + year),0,6.1,5150,0,3770,1,TRUE
tt10977486,1531,1537,Living Undocumented,2019,18+,6.6/10,42/100,1,0,0,0,1,6.6,7.3,678,tvSeries,Exact (title + year),0.7,6.6,524,0.7,154,1,TRUE
tt10980934,2995,3122,Azur Lane,2019,16+,6.0/10,44/100,0,1,0,0,1,6,5.6,484,tvSeries,Exact (title + year),-0.4,5.9,199,-0.300000000000001,285,1,TRUE
tt10981266,5240,5584,Dog: Impossible,2019,"",8.2/10,46/100,0,0,0,1,1,8.2,7.5,176,tvSeries,Exact (title + year),-0.699999999999999,8.3,78,-0.800000000000001,98,1,TRUE
tt10981666,1881,1889,Nailed It! Spain,2019,"",5.5/10,29/100,1,0,0,0,1,5.5,5.6,109,tvSeries,Exact (title + year),0.0999999999999996,5.5,81,0.0999999999999996,28,1,TRUE
tt10981954,2923,3046,No Guns Life,2019,16+,6.8/10,46/100,0,1,0,0,1,6.8,6.6,950,tvSeries,Exact (title + year),-0.2,6.8,471,-0.2,479,1,TRUE
tt10985096,2660,2762,Call Me Kat,2021,7+,5.0/10,55/100,0,1,0,0,1,5,5.4,8387,tvSeries,Exact (title + year),0.4,5,4115,0.4,4272,1,TRUE
tt10986050,1059,1062,Criminal: Spain,2019,7+,6.9/10,51/100,1,0,0,0,1,6.9,6.9,5225,tvMiniSeries,Exact (title + year),0,6.9,3605,0,1620,1,TRUE
tt10986052,975,978,Criminal: France,2019,7+,7.2/10,52/100,1,0,0,0,1,7.2,7.2,5132,tvMiniSeries,Exact (title + year),0,7.2,3505,0,1627,1,TRUE
tt10986056,1517,1523,Criminal: Germany,2019,"","",42/100,1,0,0,0,1,,7.6,6459,tvMiniSeries,Exact (title + year),,7.7,4490,-0.100000000000001,1969,1,TRUE
tt10987498,1840,1848,Mighty Little Bheem: Diwali,2019,"",7.5/10,32/100,1,0,0,0,1,7.5,6.8,52,tvSeries,Exact (title + year),-0.7,7.3,27,-0.5,25,1,TRUE
tt10990804,1715,1721,Nailed It! France,2019,16+,6.4/10,37/100,1,0,0,0,1,6.4,6.4,142,tvSeries,Exact (title + year),0,6.4,95,0,47,1,TRUE
tt11003514,5239,5583,Europe From Above,2019,"",8.1/10,46/100,0,0,0,1,1,8.1,8.1,918,tvSeries,Exact (title + year),0,8.1,179,0,739,1,TRUE
tt11006320,3218,3350,Vets Saving Pets,2018,"",7.8/10,33/100,0,1,0,0,1,7.8,7.8,22,tvSeries,Exact (title + year),0,7.8,8,0,14,1,TRUE
tt11006446,3353,3486,The Champion Within,2017,"","",16/100,0,1,0,0,1,,7.5,8,tvSeries,Exact (title + year),,,,,,1,TRUE
tt11006642,2302,2364,Walker,2021,16+,5.9/10,66/100,0,1,0,0,1,5.9,6.2,16919,tvSeries,Exact (title + year),0.3,5.9,5929,0.3,10990,1,TRUE
tt11008522,2812,2924,Stars Align,2019,16+,7.2/10,50/100,0,1,0,0,1,7.2,7.4,854,tvSeries,Exact (title + year),0.2,7.2,318,0.2,536,1,TRUE
tt1101237,5163,5498,Imagination Movers,2008,all,7.1/10,54/100,0,0,0,1,1,7.1,7.2,1005,tvSeries,"Fuzzy (title exact, year +-1)",0.100000000000001,7.1,734,0.100000000000001,271,1,TRUE
tt11018282,5317,5665,"Dr. T, Lone Star Vet",2019,"",8.4/10,35/100,0,0,0,1,1,8.4,8.1,131,tvSeries,Exact (title + original-language year),-0.300000000000001,,,,,1,TRUE
tt11043632,353,355,BEASTARS,2019,18+,7.8/10,67/100,1,0,0,0,1,7.8,7.6,16463,tvSeries,Exact (title + year),-0.2,7.8,6744,-0.2,9719,1,TRUE
tt11052470,539,542,Move to Heaven,2021,"",8.7/10,62/100,1,0,0,0,1,8.7,8.5,13237,tvMiniSeries,Exact (title + year),-0.199999999999999,8.7,1730,-0.199999999999999,11507,1,TRUE
tt11053220,999,1002,We Are the Wave,2019,18+,6.1/10,52/100,1,0,0,0,1,6.1,6.2,3405,tvSeries,Exact (title + year),0.100000000000001,6.2,2333,0,1072,1,TRUE
tt11058114,2873,2993,Call Your Mother,2021,7+,5.2/10,48/100,0,1,0,0,1,5.2,5.2,1501,tvSeries,Exact (title + year),0,5.2,1000,0,501,1,TRUE
tt11058644,1222,1225,My Holo Love,2020,"",7.7/10,48/100,1,0,0,0,1,7.7,7.6,4726,tvMiniSeries,Exact (title + year),-0.100000000000001,7.7,1706,-0.100000000000001,3020,1,TRUE
tt11063952,901,904,Unnatural Selection,2019,"",8.0/10,54/100,1,0,0,0,1,8,7.8,2313,tvSeries,Exact (title + year),-0.2,8,1635,-0.2,678,1,TRUE
tt11069436,5120,5451,Behind the Attraction,2021,7+,7.6/10,59/100,0,0,0,1,1,7.6,7.7,1483,tvSeries,Exact (title + year),0.100000000000001,,,,,1,TRUE
tt11083696,2062,2095,Cruel Summer,2021,16+,7.5/10,77/100,0,1,1,0,1,7.5,7.4,22324,tvSeries,Exact (title + year),-0.0999999999999996,7.5,3368,-0.0999999999999996,18956,2,FALSE
tt11091524,3089,3218,Kings of Pain,2019,16+,6.7/10,40/100,0,1,0,0,1,6.7,7.2,728,tvSeries,Exact (title + year),0.5,6.7,318,0.5,410,1,TRUE
tt11092086,1603,1609,The Iliza Shlesinger Sketch Show,2020,18+,5.0/10,40/100,1,0,0,0,1,5,5.2,1115,tvSeries,Exact (title + year),0.2,4.9,796,0.3,319,1,TRUE
tt11094154,3084,3213,A3!,2020,16+,6.5/10,40/100,0,1,0,0,1,6.5,6.3,119,tvSeries,Exact (title + year),-0.2,6.5,41,-0.2,78,1,TRUE
tt11097576,5219,5561,On Pointe,2020,7+,7.7/10,48/100,0,0,0,1,1,7.7,7.9,474,tvSeries,Exact (title + year),0.2,7.8,246,0.100000000000001,228,1,TRUE
tt11102190,291,293,Katla,2021,18+,7.1/10,70/100,1,0,0,0,1,7.1,7,19587,tvSeries,Exact (title + year),-0.0999999999999996,8.2,260,-1.2,19327,1,TRUE
tt1110426,3258,3390,Fields of Glory,2004,"",5.8/10,29/100,0,1,0,0,1,5.8,5.8,9,tvSeries,Exact (title + year),0,5.8,5,0,4,1,TRUE
tt11117570,3797,4048,Tandav,2021,18+,3.8/10,51/100,0,0,1,0,1,3.8,4.8,65692,tvSeries,Exact (title + year),1,3.7,55258,1.1,10434,1,TRUE
tt11120674,1179,1182,Unstoppable,2020,18+,7.3/10,49/100,1,1,0,0,1,7.3,7.2,1235,tvMiniSeries,Exact (title + year),-0.0999999999999996,7.3,770,-0.0999999999999996,465,2,FALSE
tt11127158,2482,2573,The Hustler,2021,7+,7.7/10,59/100,0,1,0,0,1,7.7,7.9,811,tvSeries,Exact (title + year),0.2,7.7,411,0.2,400,1,TRUE
tt11131962,986,989,Kissing Game,2020,18+,6.4/10,52/100,1,0,0,0,1,6.4,6.1,1010,tvSeries,Exact (title + year),-0.300000000000001,6.4,642,-0.300000000000001,368,1,TRUE
tt11131980,980,983,Nobody's Looking,2019,18+,7.8/10,52/100,1,0,0,0,1,7.8,7.7,2774,tvSeries,Exact (title + year),-0.0999999999999996,7.8,1536,-0.0999999999999996,1238,1,TRUE
tt11138524,5331,5679,Disney Fam Jam,2020,all,5.3/10,33/100,0,0,0,1,1,5.3,6.5,40,tvSeries,Exact (title + year),1.2,5.3,15,1.2,25,1,TRUE
tt11141900,3622,3834,Ted Bundy: Falling for a Killer,2020,18+,7.9/10,61/100,0,0,1,0,1,7.9,7.8,3681,tvMiniSeries,Exact (title + year),-0.100000000000001,7.9,1880,-0.100000000000001,1801,1,TRUE
tt11147852,460,462,Dorohedoro,2020,18+,8.2/10,64/100,1,0,0,0,1,8.2,8.1,16548,tvSeries,Exact (title + year),-0.0999999999999996,8.2,5759,-0.0999999999999996,10789,1,TRUE
tt11151836,1489,1495,Little Singham,2018,"",3.6/10,43/100,1,0,0,0,1,3.6,2.8,232,tvSeries,Exact (title + year),-0.8,3.6,55,-0.8,177,1,TRUE
tt11152058,946,949,A Little Thing Called First Love,2019,all,8.0/10,53/100,1,0,1,0,1,8,7.6,821,tvSeries,Exact (title + year),-0.4,8,252,-0.4,569,2,FALSE
tt11163352,1043,1046,The Disastrous Life of Saiki K.: Reawakened,2019,"",7.9/10,51/100,1,0,0,0,1,7.9,7.9,3161,tvSeries,Exact (title + year),0,7.9,1050,0,2111,1,TRUE
tt11165002,296,298,The Devil Next Door,2019,18+,7.6/10,70/100,1,0,0,0,1,7.6,7.5,16335,tvMiniSeries,Exact (title + year),-0.0999999999999996,7.6,11003,-0.0999999999999996,5332,1,TRUE
tt11168104,1466,1472,Maradona in Mexico,2019,"",7.2/10,43/100,1,0,0,0,1,7.2,7.2,1295,tvMiniSeries,Exact (title + year),0,7.2,1000,0,295,1,TRUE
tt11168116,1393,1398,Sugar Rush Christmas,2019,"",6.9/10,45/100,1,0,0,0,1,6.9,6.9,778,tvSeries,Exact (title + year),0,6.9,451,0,327,1,TRUE
tt11168226,1013,1016,Broken,2019,16+,6.9/10,52/100,1,0,0,0,1,6.9,6.9,1400,tvSeries,Exact (title + year),0,6.9,931,0,469,1,TRUE
tt11170862,5106,5435,Cosmos: Possible Worlds,2020,7+,9.2/10,62/100,0,0,0,1,1,9.2,9,8692,tvMiniSeries,Exact (title + year),-0.199999999999999,9.2,4672,-0.199999999999999,4020,1,TRUE
tt11176048,5183,5523,Earth to Ned,2020,7+,6.7/10,51/100,0,0,0,1,1,6.7,6.7,470,tvSeries,Exact (title + year),0,6.7,311,0,159,1,TRUE
tt11177950,3092,3221,Rurangi,2020,"",7.1/10,40/100,0,1,0,0,1,7.1,7.1,314,tvSeries,Exact (title + year),0,7.6,16,-0.5,298,1,TRUE
tt1118804,503,506,Clannad,2007,7+,7.9/10,63/100,1,1,0,0,1,7.9,8.2,17520,tvSeries,Exact (title + year),0.299999999999999,7.9,8255,0.299999999999999,9265,2,FALSE
tt11188556,3636,3855,All or Nothing: Tottenham Hotspur,2020,16+,8.2/10,59/100,0,0,1,0,1,8.2,8,7162,tvMiniSeries,Exact (title + year),-0.199999999999999,8.2,4647,-0.199999999999999,2515,1,TRUE
tt1119176,3617,3828,Underbelly,2008,18+,8.1/10,61/100,0,0,1,0,1,8.1,8,5708,tvSeries,Exact (title + year),-0.0999999999999996,8.1,4342,-0.0999999999999996,1366,1,TRUE
tt11194508,1863,1871,Singapore Social,2019,"",5.1/10,31/100,1,0,0,0,1,5.1,4.6,1461,tvSeries,Exact (title + year),-0.5,5,511,-0.4,950,1,TRUE
tt11194518,1817,1825,Zona Rosa,2019,"",6.0/10,34/100,1,0,0,0,1,6,5.5,79,tvSeries,Exact (title + year),-0.5,5.9,38,-0.4,41,1,TRUE
tt11199552,5336,5684,Disney Family Sundays,2019,all,5.6/10,31/100,0,0,0,1,1,5.6,6.5,67,tvSeries,Exact (title + year),0.9,5.7,25,0.8,42,1,TRUE
tt11199558,5203,5543,Pixar in Real Life,2019,all,6.6/10,50/100,0,0,0,1,1,6.6,6.4,1027,tvSeries,Exact (title + year),-0.199999999999999,6.6,563,-0.199999999999999,464,1,TRUE
tt11203896,3130,3261,VICE Investigates,2019,18+,6.8/10,39/100,0,1,0,0,1,6.8,6.4,128,tvSeries,Exact (title + year),-0.399999999999999,6.7,60,-0.3,68,1,TRUE
tt1120412,4042,4326,Mars Rising,2007,7+,8.0/10,42/100,0,0,1,0,1,8,7.8,114,tvSeries,Exact (title + year),-0.2,8,87,-0.2,27,1,TRUE
tt11215112,1552,1558,Narcoworld: Dope Stories,2019,"",6.6/10,41/100,1,0,0,0,1,6.6,6.5,426,tvSeries,Exact (title + year),-0.0999999999999996,6.6,272,-0.0999999999999996,154,1,TRUE
tt11215130,1879,1887,No Time for Shame,2019,"",5.7/10,29/100,1,0,0,0,1,5.7,5.5,102,tvMiniSeries,Exact (title + year),-0.2,5.7,72,-0.2,30,1,TRUE
tt11215186,1890,1898,Lugar de Mulher,2019,"",4.5/10,26/100,1,0,0,0,1,4.5,4.7,59,tvSeries,Exact (title + year),0.2,4.2,25,0.5,34,1,TRUE
tt11228748,410,412,The King: Eternal Monarch,2020,16+,8.3/10,66/100,1,0,0,0,1,8.3,8.1,20065,tvSeries,Exact (title + year),-0.200000000000001,8.3,7537,-0.200000000000001,12528,1,TRUE
tt11229002,1234,1237,Magical Andes,2019,"",7.8/10,48/100,1,0,0,0,1,7.8,7.7,726,tvSeries,Exact (title + year),-0.0999999999999996,7.8,427,-0.0999999999999996,299,1,TRUE
tt11237568,2832,2946,Southern Gothic,2020,"",7.0/10,50/100,0,1,0,0,1,7,6.8,193,tvSeries,Exact (title + year),-0.2,7.1,69,-0.3,124,1,TRUE
tt11238096,5074,5398,Big Shot,2021,7+,7.5/10,71/100,0,0,0,1,1,7.5,7.4,6056,tvSeries,Exact (title + year),-0.0999999999999996,7.5,1897,-0.0999999999999996,4159,1,TRUE
tt11239206,3205,3336,Dress to Impress,2017,"",6.0/10,34/100,0,1,0,0,1,6,6.2,57,tvSeries,Exact (title + year),0.2,5.8,20,0.4,37,1,TRUE
tt11239552,529,532,Itaewon Class,2020,"",8.2/10,62/100,1,0,0,0,1,8.2,8.1,25720,tvSeries,Exact (title + year),-0.0999999999999996,8.2,7406,-0.0999999999999996,18314,1,TRUE
tt11241096,5341,5690,The Big Fib,2020,all,5.4/10,29/100,0,0,0,1,1,5.4,6,111,tvSeries,Exact (title + year),0.6,5.3,60,0.7,51,1,TRUE
tt11243536,1398,1403,Holiday Secrets,2019,16+,6.5/10,44/100,1,0,0,0,1,6.5,6.5,1402,tvMiniSeries,Exact (title + year),0,6.5,963,0,439,1,TRUE
tt1124354,5162,5497,Special Agent Oso,2009,all,5.2/10,54/100,0,0,0,1,1,5.2,5.4,1043,tvSeries,Exact (title + year),0.2,5.2,475,0.2,568,1,TRUE
tt1124373,1968,1981,Sons of Anarchy,2008,18+,8.5/10,88/100,0,1,0,0,1,8.5,8.5,358098,tvSeries,Exact (title + year),0,8.5,267594,0,90504,1,TRUE
tt11252090,2369,2440,The Hardy Boys,2020,7+,7.0/10,63/100,0,1,0,0,1,7,7,4148,tvSeries,Exact (title + year),0,7,1264,0,2884,1,TRUE
tt11256118,4570,4879,Running Man,2016,"","",16/100,0,0,1,0,1,,8.5,82,tvSeries,"Fuzzy (title exact, year +-1)",,8.2,20,0.300000000000001,62,1,TRUE
tt1125758,1300,1303,Timmy Time,2009,all,6.9/10,46/100,1,0,0,0,1,6.9,6.7,1717,tvSeries,Exact (title + year),-0.2,6.9,870,-0.2,847,1,TRUE
tt11261994,1477,1483,Once Upon a Time in Lingjian Mountain,2019,all,7.7/10,43/100,1,0,0,0,1,7.7,7.1,494,tvSeries,Exact (title + year),-0.600000000000001,7.6,197,-0.5,297,1,TRUE
tt11269714,859,862,Who Killed Little Gregory?,2019,"",7.4/10,55/100,1,0,0,0,1,7.4,7.4,3573,tvMiniSeries,Exact (title + year),0,7.4,2408,0,1165,1,TRUE
tt11269886,757,760,Summertime,2020,18+,5.5/10,57/100,1,1,0,0,1,5.5,6.1,3414,tvSeries,Exact (title + year),0.6,5.5,1898,0.6,1516,2,FALSE
tt11271956,3052,3180,60 Days In: Narcoland,2019,16+,5.9/10,42/100,0,1,0,0,1,5.9,6.3,122,tvSeries,Exact (title + year),0.399999999999999,5.9,37,0.399999999999999,85,1,TRUE
tt11281500,5324,5672,Star Wars Blips,2017,"",6.1/10,34/100,0,0,0,1,1,6.1,6,351,tvSeries,Exact (title + year),-0.0999999999999996,6.1,97,-0.0999999999999996,254,1,TRUE
tt11281912,1826,1834,My Dear Warrior,2019,"",3.9/10,33/100,1,0,0,0,1,3.9,4.8,39,tvSeries,Exact (title + year),0.9,3.9,15,0.9,24,1,TRUE
tt11295582,3063,3191,Infinite Dendrogram,2020,16+,5.8/10,41/100,0,1,0,0,1,5.8,6,694,tvMiniSeries,Exact (title + year),0.2,5.8,249,0.2,445,1,TRUE
tt11301642,502,505,Ethos,2020,"",8.6/10,63/100,1,0,0,0,1,8.6,8.4,32266,tvSeries,Exact (title + year),-0.199999999999999,8.6,22952,-0.199999999999999,9314,1,TRUE
tt11301834,992,995,Crazy Delicious,2020,7+,6.7/10,52/100,1,0,0,0,1,6.7,6.8,1268,tvSeries,Exact (title + year),0.0999999999999996,6.7,725,0.0999999999999996,543,1,TRUE
tt11305746,2795,2907,Momma Named Me Sheriff,2019,18+,6.1/10,51/100,0,1,0,0,1,6.1,6.1,1148,tvSeries,Exact (title + year),0,6.2,427,-0.100000000000001,721,1,TRUE
tt11307176,327,329,The Confession Killer,2019,16+,7.4/10,68/100,1,0,0,0,1,7.4,7.4,11283,tvMiniSeries,Exact (title + year),0,7.4,7327,0,3956,1,TRUE
tt11311634,2865,2984,Jeopardy! The Greatest of All Time,2020,7+,8.7/10,48/100,0,1,0,0,1,8.7,8.7,184,tvMiniSeries,Exact (title + year),0,8.7,135,0,49,1,TRUE
tt11313054,1431,1437,Kevin Hart: Don't F**k This Up,2019,18+,6.5/10,44/100,1,0,0,0,1,6.5,6.5,2244,tvSeries,Exact (title + year),0,6.5,1816,0,428,1,TRUE
tt1131746,515,518,Big Time Rush,2009,all,6.4/10,63/100,1,1,1,0,1,6.4,6.6,16605,tvSeries,Exact (title + year),0.199999999999999,6.3,10616,0.3,5989,3,FALSE
tt11318602,208,209,Don't F**k with Cats: Hunting an Internet Killer,2019,18+,8.0/10,74/100,1,0,0,0,1,8,8,70121,tvMiniSeries,Exact (title + year),0,8,41656,0,28465,1,TRUE
tt1132600,2568,2666,Packed to the Rafters,2008,18+,7.4/10,57/100,0,1,0,0,1,7.4,7.5,2807,tvSeries,Exact (title + year),0.0999999999999996,7.4,1760,0.0999999999999996,1047,1,TRUE
tt11330500,1804,1812,Candy Online,2019,"",5.3/10,34/100,1,0,0,0,1,5.3,5.5,36,tvSeries,Exact (title + year),0.2,5.3,18,0.2,18,1,TRUE
tt11333564,2927,3050,Ladhood,2019,"",7.2/10,46/100,0,1,0,0,1,7.2,7.3,1299,tvSeries,Exact (title + year),0.0999999999999996,7.2,485,0.0999999999999996,814,1,TRUE
tt11343400,2881,3002,Cleopatra in Space,2020,all,6.8/10,48/100,0,1,0,0,1,6.8,7,349,tvSeries,"Fuzzy (title exact, year +-1)",0.2,6.6,110,0.4,239,1,TRUE
tt11347692,3655,3877,The Test: A New Era For Australia's Team,2020,16+,8.9/10,58/100,0,0,1,0,1,8.9,8.8,3899,tvSeries,Exact (title + original-language year),-0.0999999999999996,8.9,2761,-0.0999999999999996,1138,1,TRUE
tt11349866,3155,3286,Sorcerous Stabber Orphen,2020,16+,5.7/10,37/100,0,1,0,0,1,5.7,5.5,313,tvSeries,Exact (title + year),-0.2,5.7,142,-0.2,171,1,TRUE
tt1135300,2051,2084,Dollhouse,2009,16+,7.7/10,78/100,0,1,0,0,1,7.7,7.7,53827,tvSeries,Exact (title + year),0,7.7,46899,0,6928,1,TRUE
tt11364270,4783,5102,Love in Memory,2013,"","",13/100,0,0,1,0,1,,4.6,7,tvSeries,Exact (title + year),,,,,,1,TRUE
tt1138645,2571,2669,Bizarre Foods with Andrew Zimmern,2006,7+,7.7/10,57/100,0,1,0,0,1,7.7,7.7,2710,tvSeries,Exact (title + year),0,7.7,2243,0,467,1,TRUE
tt11398870,341,343,Caliphate,2020,18+,8.2/10,68/100,1,0,0,0,1,8.2,8.2,24776,tvSeries,Exact (title + year),0,8.2,14771,0,10005,1,TRUE
tt11399730,3229,3361,Great Chocolate Showdown,2020,"",6.6/10,32/100,0,1,0,0,1,6.6,7,102,tvSeries,Exact (title + year),0.4,6.9,9,0.0999999999999996,93,1,TRUE
tt11399844,1689,1695,Yanxi Palace: Princess Adventures,2019,"",5.8/10,38/100,1,0,0,0,1,5.8,5.8,458,tvSeries,Exact (title + year),0,5.8,225,0,233,1,TRUE
tt1140100,2368,2439,Chowder,2007,7+,7.3/10,63/100,0,1,0,0,1,7.3,7.3,17008,tvSeries,Exact (title + year),0,7.3,12104,0,4904,1,TRUE
tt11418324,2783,2895,Plunderer,2020,16+,6.4/10,51/100,0,1,0,0,1,6.4,6.5,2344,tvSeries,Exact (title + year),0.0999999999999996,6.4,722,0.0999999999999996,1622,1,TRUE
tt11418344,1396,1401,Drifting Dragons,2020,"",6.0/10,45/100,1,0,0,0,1,6,6.1,843,tvSeries,Exact (title + year),0.0999999999999996,6,471,0.0999999999999996,372,1,TRUE
tt11426660,283,285,Cheer,2020,16+,8.1/10,70/100,1,0,0,0,1,8.1,8,7296,tvSeries,Exact (title + year),-0.0999999999999996,8.1,4190,-0.0999999999999996,3106,1,TRUE
tt11439910,3320,3453,Superstructures: Engineering Marvels,2019,"","",18/100,0,1,0,0,1,,7.4,107,tvSeries,Exact (title + year),,7.4,16,0,91,1,TRUE
tt1145491,4563,4871,Bounty Hamster,2003,"","",17/100,0,0,1,0,1,,7.6,97,tvSeries,Exact (title + year),,7.5,65,0.0999999999999996,32,1,TRUE
tt1145866,4149,4443,Shadow Force,2008,16+,7.3/10,39/100,0,0,1,0,1,7.3,7.3,42,tvSeries,Exact (title + year),0,7.3,32,0,10,1,TRUE
tt11460334,1750,1758,Little Baby Bum: Nursery Rhyme Friends,2016,all,6.7/10,36/100,1,0,0,0,1,6.7,6.6,61,tvSeries,Exact (title + year),-0.100000000000001,6.7,26,-0.100000000000001,35,1,TRUE
tt11460744,1781,1789,Nailed It! Germany,2020,"",5.8/10,35/100,1,0,0,0,1,5.8,5.7,123,tvSeries,Exact (title + year),-0.0999999999999996,5.8,84,-0.0999999999999996,39,1,TRUE
tt11469904,2689,2794,City So Real,2020,16+,7.5/10,54/100,0,1,0,0,1,7.5,7.6,304,tvMiniSeries,Exact (title + year),0.0999999999999996,7.5,162,0.0999999999999996,142,1,TRUE
tt11475228,375,377,Killer Inside: The Mind of Aaron Hernandez,2020,18+,7.4/10,67/100,1,0,0,0,1,7.4,7.3,20677,tvMiniSeries,Exact (title + year),-0.100000000000001,7.4,14367,-0.100000000000001,6310,1,TRUE
tt1148181,4076,4362,Bonekickers,2008,"",4.9/10,41/100,0,0,1,0,1,4.9,5.1,1100,tvMiniSeries,Exact (title + year),0.199999999999999,4.9,849,0.199999999999999,251,1,TRUE
tt1149608,2466,2555,Being Erica,2009,16+,7.5/10,60/100,0,1,1,0,1,7.5,7.7,10805,tvSeries,Exact (title + year),0.2,7.5,9206,0.2,1599,2,FALSE
tt11497904,1130,1133,Pandemic: How to Prevent an Outbreak,2020,16+,6.4/10,50/100,1,0,0,0,1,6.4,6.4,2920,tvMiniSeries,Exact (title + year),0,6.4,2583,0,337,1,TRUE
tt11497922,614,617,Night on Earth,2020,7+,8.2/10,60/100,1,0,0,0,1,8.2,8.1,5313,tvMiniSeries,Exact (title + year),-0.0999999999999996,8.2,3586,-0.0999999999999996,1727,1,TRUE
tt11508212,1625,1631,Valentino,2020,"",5.5/10,40/100,1,0,0,0,1,5.5,5.1,390,tvSeries,Exact (title + year),-0.4,5.5,169,-0.4,221,1,TRUE
tt11513508,1880,1888,Bangkok Buddies,2019,all,6.8/10,29/100,1,0,0,0,1,6.8,6.5,29,tvSeries,Exact (title + year),-0.3,6.6,13,-0.0999999999999996,16,1,TRUE
tt11534164,1295,1298,Hyena,2020,"",7.8/10,47/100,1,0,0,0,1,7.8,7.6,1490,tvSeries,Exact (title + year),-0.2,7.8,576,-0.2,914,1,TRUE
tt11535086,2687,2792,When the Weather is Fine,2020,"",7.9/10,54/100,0,1,0,0,1,7.9,7.7,3404,tvSeries,Exact (title + year),-0.2,8,712,-0.3,2692,1,TRUE
tt11541444,1184,1187,Handsome Siblings,2020,"",8.2/10,49/100,1,0,0,0,1,8.2,7.8,954,tvSeries,Exact (title + year),-0.399999999999999,8.2,486,-0.399999999999999,468,1,TRUE
tt11542624,4468,4770,Talking Tom and Friends Minis,2016,all,7.6/10,26/100,0,0,1,0,1,7.6,7.5,33,tvSeries,"Fuzzy (title exact, year +-1)",-0.0999999999999996,7.6,7,-0.0999999999999996,26,1,TRUE
