tconst,V1,ID,Title,Year,Age,IMDb,Rotten_Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,IMDb_catalog_2021,IMDb_rating_2026,IMDb_ratecount_2026,imdb_title_type,Match_Confidence_Current,rating_change,IMDb_rating_2021,IMDb_ratecount_2021,rating_change_2021_2026,ratecount_change_2021_2026,n_platforms,exclusive
tt0098936,1964,1976,Twin Peaks,1990,18+,8.8/10,89/100,0,1,0,0,1,8.8,8.7,249117,tvSeries,Exact (title + year),-0.100000000000001,8.8,180181,-0.100000000000001,68936,1,TRUE
tt0098948,2426,2509,Wings,1990,7+,7.2/10,61/100,0,1,0,0,1,7.2,7.3,16210,tvSeries,Exact (title + year),0.0999999999999996,7.2,11167,0.0999999999999996,5043,1,TRUE
tt0101041,4273,4569,Baby Talk,1991,all,4.1/10,36/100,0,0,1,0,1,4.1,4,268,tvSeries,Exact (title + year),-0.0999999999999996,4.1,155,-0.0999999999999996,113,1,TRUE
tt0101050,2618,2719,Blossom,1990,all,6.0/10,56/100,0,1,0,0,1,6,6.1,10237,tvSeries,Exact (title + year),0.0999999999999996,6,7217,0.0999999999999996,3020,1,TRUE
tt0101069,2730,2835,The Commish,1991,16+,7.1/10,53/100,0,1,0,0,1,7.1,7.1,2851,tvSeries,Exact (title + year),0,7.1,1904,0,947,1,TRUE
tt0101076,5095,5423,Darkwing Duck,1991,7+,7.6/10,64/100,0,0,0,1,1,7.6,7.6,19194,tvSeries,Exact (title + year),0,7.6,15077,0,4117,1,TRUE
tt0101081,5072,5396,Dinosaurs,1991,7+,7.4/10,73/100,0,0,0,1,1,7.4,7.5,24125,tvSeries,Exact (title + year),0.0999999999999996,7.4,17104,0.0999999999999996,7021,1,TRUE
tt0101084,5103,5431,Doug,1991,7+,7.4/10,63/100,0,0,0,1,1,7.4,7.4,21352,tvSeries,Exact (title + year),0,7.4,17892,0,3460,1,TRUE
tt0101088,3530,3707,"Eerie, Indiana",1991,7+,8.2/10,70/100,0,0,1,0,1,8.2,8.2,7092,tvSeries,Exact (title + year),0,8.2,5228,0,1864,1,TRUE
tt0101130,3810,4063,Land of the Lost,1991,all,6.9/10,50/100,0,0,1,0,1,6.9,6.8,1176,tvSeries,Exact (title + year),-0.100000000000001,6.9,828,-0.100000000000001,348,1,TRUE
tt0101188,2243,2297,Rugrats,1991,all,7.4/10,68/100,0,1,0,0,1,7.4,7.4,41395,tvSeries,Exact (title + year),0,7.4,32645,0,8750,1,TRUE
tt0101198,2645,2747,Silk Stalkings,1991,16+,6.6/10,55/100,0,1,0,0,1,6.6,6.6,3612,tvSeries,Exact (title + year),0,6.6,2550,0,1062,1,TRUE
tt0101205,2536,2632,Step by Step,1991,all,6.5/10,58/100,0,1,0,0,1,6.5,6.6,17942,tvSeries,Exact (title + year),0.0999999999999996,6.5,13087,0.0999999999999996,4855,1,TRUE
tt0101238,4132,4425,A Woman Named Jackie,1991,7+,6.6/10,39/100,0,0,1,0,1,6.6,6.6,397,tvMiniSeries,Exact (title + year),0,6.6,250,0,147,1,TRUE
tt0103369,2122,2160,Sailor Moon,1992,16+,7.8/10,74/100,0,1,0,0,1,7.8,7.7,9099,tvSeries,Exact (title + year),-0.0999999999999996,7.7,5614,0,3485,1,TRUE
tt0103373,3790,4040,Bobby's World,1990,all,7.3/10,51/100,0,0,1,0,1,7.3,7.2,5478,tvSeries,Exact (title + year),-0.0999999999999996,7.3,4095,-0.0999999999999996,1383,1,TRUE
tt0103376,3578,3778,Bottom,1991,18+,8.2/10,64/100,0,0,1,0,1,8.2,8.3,15389,tvSeries,Exact (title + year),0.100000000000001,8.2,12017,0.100000000000001,3372,1,TRUE
tt0103405,3623,3835,"Dr. Quinn, Medicine Woman",1993,7+,6.7/10,60/100,0,0,1,0,1,6.7,6.9,15218,tvSeries,Exact (title + year),0.2,6.7,10362,0.2,4856,1,TRUE
tt0103428,5151,5484,Goof Troop,1992,all,6.8/10,55/100,0,0,0,1,1,6.8,6.8,10069,tvSeries,Exact (title + year),0,6.8,7964,0,2105,1,TRUE
tt0103477,5153,5486,The Little Mermaid,1992,all,6.8/10,55/100,0,0,0,1,1,6.8,6.8,7001,tvSeries,Exact (title + year),0,6.8,4369,0,2632,1,TRUE
tt0103484,3563,3755,Mad About You,1992,16+,6.7/10,66/100,0,0,1,0,1,6.7,6.8,27346,tvSeries,Exact (title + year),0.0999999999999996,6.7,21698,0.0999999999999996,5648,1,TRUE
tt0103491,2561,2658,Melrose Place,1992,16+,5.8/10,57/100,0,1,1,0,1,5.8,6,14441,tvSeries,Exact (title + year),0.2,5.8,11256,0.2,3185,2,FALSE
tt0103524,2649,2751,Renegade,1992,16+,6.0/10,55/100,0,1,0,0,1,6,6,6423,tvSeries,Exact (title + year),0,6,4683,0,1740,1,TRUE
tt0105929,2107,2144,Absolutely Fabulous,1992,16+,8.1/10,74/100,0,1,0,0,1,8.1,8.2,23464,tvSeries,Exact (title + year),0.0999999999999996,8.1,18448,0.0999999999999996,5016,1,TRUE
tt0105930,3955,4232,Acapulco H.E.A.T.,1993,16+,5.8/10,45/100,0,0,1,0,1,5.8,5.7,962,tvSeries,Exact (title + year),-0.0999999999999996,5.8,671,-0.0999999999999996,291,1,TRUE
tt0105941,2218,2269,Animaniacs,1993,all,7.9/10,69/100,0,1,0,0,1,7.9,7.8,27847,tvSeries,Exact (title + year),-0.100000000000001,7.9,21951,-0.100000000000001,5896,1,TRUE
tt0105958,5073,5397,Boy Meets World,1993,all,8.0/10,72/100,0,0,0,1,1,8,8.1,50208,tvSeries,Exact (title + year),0.0999999999999996,8,39599,0.0999999999999996,10609,1,TRUE
tt0106004,1991,2012,Frasier,1993,7+,8.1/10,83/100,0,1,0,0,1,8.1,8.2,103707,tvSeries,Exact (title + year),0.0999999999999996,8.1,75711,0.0999999999999996,27996,1,TRUE
tt0106017,3775,4021,Grace Under Fire,1993,7+,6.4/10,52/100,0,0,1,0,1,6.4,6.4,4909,tvSeries,Exact (title + year),0,6.3,3490,0.100000000000001,1419,1,TRUE
tt0106056,2503,2596,Living Single,1993,7+,7.5/10,59/100,0,1,0,0,1,7.5,7.8,7676,tvSeries,Exact (title + year),0.3,7.5,4644,0.3,3032,1,TRUE
tt0106079,2349,2418,NYPD Blue,1993,16+,7.6/10,64/100,0,1,1,0,1,7.6,7.8,18422,tvSeries,Exact (title + year),0.2,7.6,12158,0.2,6264,2,FALSE
tt0106122,2885,3006,Saved by the Bell: The College Years,1993,7+,6.3/10,48/100,0,1,0,0,1,6.3,6.3,5808,tvSeries,Exact (title + year),0,6.3,4502,0,1306,1,TRUE
tt0106140,3596,3799,Sonic the Hedgehog,1993,7+,6.8/10,63/100,0,1,1,0,1,6.8,6.8,5895,tvSeries,Exact (title + year),0,6.8,4615,0,1280,2,FALSE
tt0106145,104,105,Star Trek: Deep Space Nine,1993,7+,8.0/10,80/100,1,1,1,0,1,8,8.1,77952,tvSeries,Exact (title + year),0.0999999999999996,8,54886,0.0999999999999996,23066,3,FALSE
tt0106179,1969,1983,The X-Files,1993,18+,8.6/10,87/100,0,1,0,0,1,8.6,8.6,274979,tvSeries,Exact (title + year),0,8.6,203786,0,71193,1,TRUE
tt0108711,4052,4337,Body & Soul,1993,"",8.1/10,42/100,0,0,1,0,1,8.1,7.8,364,tvMiniSeries,Exact (title + year),-0.3,8.1,280,-0.3,84,1,TRUE
tt0108757,2160,2203,ER,1994,16+,7.7/10,72/100,0,1,0,0,1,7.7,7.9,79679,tvSeries,Exact (title + year),0.2,7.7,52139,0.2,27540,1,TRUE
tt0108783,5093,5421,Gargoyles,1994,7+,8.1/10,64/100,0,0,0,1,1,8.1,8,20334,tvSeries,Exact (title + year),-0.0999999999999996,8.1,14825,-0.0999999999999996,5509,1,TRUE
tt0108800,1044,1047,Heartbreak High,1994,7+,7.8/10,51/100,1,0,0,0,1,7.8,7.8,3911,tvSeries,Exact (title + year),0,7.8,2826,0,1085,1,TRUE
tt0108847,531,534,The Magic School Bus,1994,all,7.8/10,62/100,1,0,0,0,1,7.8,7.8,12820,tvSeries,Exact (title + year),0,7.8,8586,0,4234,1,TRUE
tt0108858,3739,3978,Middlemarch,1994,"",7.4/10,53/100,0,0,1,0,1,7.4,7.4,3194,tvMiniSeries,Exact (title + year),0,7.5,2307,-0.0999999999999996,887,1,TRUE
tt0108868,2990,3117,Mrs. Piggle-Wiggle,1994,all,7.1/10,44/100,0,1,0,0,1,7.1,6.9,78,tvSeries,Exact (title + year),-0.199999999999999,7.1,47,-0.199999999999999,31,1,TRUE
tt0108872,2074,2109,My So-Called Life,1994,16+,8.3/10,76/100,0,1,0,0,1,8.3,8.4,23446,tvSeries,Exact (title + year),0.0999999999999996,8.3,19412,0.0999999999999996,4034,1,TRUE
tt0108894,2271,2329,Party of Five,1994,7+,6.8/10,67/100,0,1,0,0,1,6.8,6.9,12203,tvSeries,Exact (title + year),0.100000000000001,6.8,9569,0.100000000000001,2634,1,TRUE
tt0108927,665,668,"Sister, Sister",1994,7+,6.3/10,59/100,1,1,0,0,1,6.3,6.3,14756,tvSeries,Exact (title + year),0,6.2,11551,0.0999999999999996,3205,2,FALSE
tt0108961,3663,3887,Time Team,1994,all,8.5/10,57/100,0,0,1,0,1,8.5,8.6,1991,tvSeries,Exact (title + year),0.0999999999999996,8.5,1280,0.0999999999999996,711,1,TRUE
tt0108968,3725,3962,Touched by an Angel,1994,7+,6.0/10,54/100,0,0,1,0,1,6,6.1,8986,tvSeries,Exact (title + year),0.0999999999999996,6,6444,0.0999999999999996,2542,1,TRUE
tt0111056,3067,3195,Gensomaden Saiyuki,2000,16+,7.4/10,41/100,0,1,0,0,1,7.4,7.2,308,tvSeries,Exact (title + year),-0.2,7.5,202,-0.3,106,1,TRUE
tt0111880,2393,2469,American Gothic,1995,7+,8.1/10,62/100,0,1,0,0,1,8.1,8.1,5289,tvSeries,Exact (title + year),0,8.1,4237,0,1052,1,TRUE
tt0111958,3482,3638,Father Ted,1995,16+,8.6/10,79/100,0,0,1,0,1,8.6,8.6,48158,tvSeries,Exact (title + year),0,8.6,37252,0,10906,1,TRUE
tt0111987,487,490,Goosebumps,1995,all,7.7/10,63/100,1,0,0,0,1,7.7,7.6,17032,tvSeries,Exact (title + year),-0.100000000000001,7.7,12205,-0.100000000000001,4827,1,TRUE
tt0111993,3704,3937,Hamish Macbeth,1995,"",7.8/10,55/100,0,0,1,0,1,7.8,7.8,2929,tvSeries,Exact (title + year),0,7.8,1689,0,1240,1,TRUE
tt0112004,2786,2898,Hollyoaks,1995,16+,4.7/10,51/100,0,1,0,0,1,4.7,4.6,4804,tvSeries,Exact (title + year),-0.100000000000001,4.7,3954,-0.100000000000001,850,1,TRUE
tt0112123,2322,2385,Pinky and the Brain,1995,7+,7.8/10,65/100,0,1,0,0,1,7.8,7.8,35351,tvSeries,Exact (title + year),0,7.8,28593,0,6758,1,TRUE
tt0112130,1996,2019,Pride and Prejudice,1995,all,8.8/10,83/100,0,1,0,0,1,8.8,8.8,104452,tvMiniSeries,Exact (title + year),0,8.8,77981,0,26471,1,TRUE
tt0112159,91,92,Neon Genesis Evangelion,1995,16+,8.5/10,82/100,1,0,0,0,1,8.5,8.5,113321,tvSeries,Exact (title + year),0,8.5,54195,0,59126,1,TRUE
tt0112167,2232,2286,Sliders,1995,7+,7.4/10,69/100,0,1,0,0,1,7.4,7.4,22111,tvSeries,Exact (title + year),0,7.4,16947,0,5164,1,TRUE
tt0112175,5078,5402,Spider-Man,1994,all,8.4/10,70/100,0,0,0,1,1,8.4,8.4,39689,tvSeries,Exact (title + original-language year),0,8.4,27559,0,12130,1,TRUE
tt0112178,136,137,Star Trek: Voyager,1995,7+,7.8/10,78/100,1,1,1,0,1,7.8,7.9,84923,tvSeries,Exact (title + year),0.100000000000001,7.8,61077,0.100000000000001,23846,3,FALSE
tt0115083,2544,2640,7th Heaven,1996,7+,5.2/10,58/100,0,1,1,0,1,5.2,5.3,28521,tvSeries,Exact (title + year),0.0999999999999996,5.2,24343,0.0999999999999996,4178,2,FALSE
tt0115144,3785,4034,Cosby,1996,7+,6.3/10,51/100,0,0,1,0,1,6.3,6.2,2979,tvSeries,Exact (title + year),-0.0999999999999996,6.3,2312,-0.0999999999999996,667,1,TRUE
tt0115200,2225,2277,Hey Arnold!,1996,all,7.6/10,69/100,0,1,0,0,1,7.6,7.6,39598,tvSeries,Exact (title + year),0,7.6,31260,0,8338,1,TRUE
tt0115218,5210,5551,Iron Man,1994,7+,6.7/10,49/100,0,0,0,1,1,6.7,6.5,4147,tvSeries,Exact (title + year),-0.2,6.7,2959,-0.2,1188,1,TRUE
tt0115275,1105,1108,Moesha,1996,7+,5.8/10,50/100,1,1,0,0,1,5.8,6,4542,tvSeries,Exact (title + year),0.2,5.8,3357,0.2,1185,2,FALSE
tt0115324,4141,4435,Project G.e.e.K.e.R.,1996,all,7.5/10,39/100,0,0,1,0,1,7.5,7.9,116,tvSeries,Exact (title + year),0.4,7.5,75,0.4,41,1,TRUE
tt0115355,3568,3762,Silent Witness,1996,16+,7.8/10,65/100,0,0,1,0,1,7.8,7.9,15353,tvSeries,Exact (title + year),0.100000000000001,7.8,6286,0.100000000000001,9067,1,TRUE
tt0115690,4082,4368,Black Harbour,1996,"",8.0/10,41/100,0,0,1,0,1,8,7.9,103,tvSeries,Exact (title + year),-0.0999999999999996,7.9,82,0,21,1,TRUE
tt0118254,2250,2305,Ally McBeal,1997,16+,6.8/10,68/100,0,1,0,0,1,6.8,6.9,39257,tvSeries,Exact (title + year),0.100000000000001,6.8,31216,0.100000000000001,8041,1,TRUE
tt0118276,1982,2000,Buffy the Vampire Slayer,1997,16+,8.2/10,86/100,0,1,1,0,1,8.2,8.3,175793,tvSeries,Exact (title + year),0.100000000000001,8.2,133953,0.100000000000001,41840,2,FALSE
tt0118300,319,321,Dawson's Creek,1998,7+,6.6/10,69/100,1,1,0,0,1,6.6,6.8,48960,tvSeries,Exact (title + year),0.2,6.6,37612,0.2,11348,2,FALSE
tt0118303,2453,2540,Dharma & Greg,1997,16+,6.3/10,60/100,0,1,0,0,1,6.3,6.4,33851,tvSeries,Exact (title + year),0.100000000000001,6.3,28893,0.100000000000001,4958,1,TRUE
tt0118305,4279,4575,Drovers' Gold,1997,"",7.6/10,35/100,0,0,1,0,1,7.6,7.4,74,tvMiniSeries,Exact (title + year),-0.199999999999999,7.6,37,-0.199999999999999,37,1,TRUE
tt0118346,3769,4014,The Hunger,1997,18+,6.3/10,52/100,0,0,1,0,1,6.3,6.2,1373,tvSeries,Exact (title + year),-0.0999999999999996,6.3,853,-0.0999999999999996,520,1,TRUE
tt0118354,3961,4239,Ivanhoe,1997,7+,7.4/10,45/100,0,0,1,0,1,7.4,7.3,1327,tvMiniSeries,Exact (title + year),-0.100000000000001,7.4,1018,-0.100000000000001,309,1,TRUE
tt0118375,2180,2228,King of the Hill,1997,7+,7.3/10,71/100,0,1,0,0,1,7.3,7.6,66491,tvSeries,Exact (title + year),0.3,7.3,46597,0.3,19894,1,TRUE
tt0118437,2439,2523,The Practice,1997,16+,7.7/10,61/100,0,1,0,0,1,7.7,7.7,11759,tvSeries,Exact (title + year),0,7.7,8087,0,3672,1,TRUE
tt0118466,5144,5477,Smart Guy,1997,all,7.4/10,56/100,0,0,0,1,1,7.4,7.4,5969,tvSeries,Exact (title + year),0,7.4,4645,0,1324,1,TRUE
tt0118480,122,123,Stargate SG-1,1997,13+,8.4/10,79/100,1,1,0,0,1,8.4,8.4,110235,tvSeries,Exact (title + year),0,8.4,85387,0,24848,2,FALSE
tt0118497,3676,3905,Touching Evil,1997,"",7.9/10,57/100,0,0,1,0,1,7.9,7.8,2540,tvSeries,Exact (title + year),-0.100000000000001,7.9,1744,-0.100000000000001,796,1,TRUE
tt0118984,3662,3885,Dilbert,1999,7+,7.3/10,58/100,0,0,1,0,1,7.3,7.3,6175,tvSeries,Exact (title + year),0,7.3,5479,0,696,1,TRUE
tt0120756,3735,3974,Moby Dick,1998,7+,6.5/10,53/100,0,0,1,0,1,6.5,6.4,4421,tvMiniSeries,Exact (title + year),-0.0999999999999996,6.5,3749,-0.0999999999999996,672,1,TRUE
tt0121932,2631,2732,Extreme Ghostbusters,1997,7+,6.9/10,55/100,0,1,0,0,1,6.9,6.9,3627,tvSeries,Exact (title + year),0,6.9,2781,0,846,1,TRUE
tt0122815,5264,5609,Disney's Doug,1996,"",6.6/10,43/100,0,0,0,1,1,6.6,6.6,1017,tvSeries,Exact (title + year),0,6.6,551,0,466,1,TRUE
tt0122818,3900,4172,Enemy at the Door,1978,"",7.9/10,47/100,0,0,1,0,1,7.9,7.9,490,tvSeries,Exact (title + year),0,7.9,278,0,212,1,TRUE
tt0123366,3090,3219,The View,1997,16+,2.6/10,40/100,0,1,0,0,1,2.6,2.4,12219,tvSeries,Exact (title + year),-0.2,2.6,6747,-0.2,5472,1,TRUE
tt0123816,3644,3864,Earth: Final Conflict,1997,7+,6.2/10,59/100,0,0,1,0,1,6.2,6.3,5203,tvSeries,Exact (title + year),0.0999999999999996,6.2,3992,0.0999999999999996,1211,1,TRUE
tt0124228,2852,2970,Astro Boy,1980,all,7.3/10,49/100,0,1,1,0,1,7.3,7.3,1160,tvSeries,Exact (title + year),0,7.3,829,0,331,2,FALSE
tt0124932,2507,2601,20/20,1978,"",6.6/10,59/100,0,1,0,0,1,6.6,6.8,3098,tvSeries,Exact (title + year),0.2,6.6,1762,0.2,1336,1,TRUE
tt0126170,5101,5429,Recess,1997,7+,7.8/10,63/100,0,0,0,1,1,7.8,7.8,30760,tvSeries,Exact (title + year),0,7.8,23189,0,7571,1,TRUE
tt0129681,3910,4184,A Fortunate Life,1986,7+,7.9/10,46/100,0,0,1,0,1,7.9,7.8,134,tvMiniSeries,Exact (title + year),-0.100000000000001,7.9,76,-0.100000000000001,58,1,TRUE
tt0133302,3641,3861,Frontline,1983,18+,8.6/10,59/100,0,0,1,0,1,8.6,8.6,2596,tvSeries,Exact (title + year),0,8.6,1687,0,909,1,TRUE
tt0133303,2738,2843,The Gong Show,1976,7+,6.9/10,53/100,0,1,0,0,1,6.9,7,966,tvSeries,Exact (title + year),0.0999999999999996,6.9,701,0.0999999999999996,265,1,TRUE
tt0134247,2447,2533,Felicity,1998,16+,6.8/10,60/100,0,1,0,0,1,6.8,6.9,13982,tvSeries,Exact (title + year),0.100000000000001,6.8,10702,0.100000000000001,3280,1,TRUE
tt0136634,3778,4025,The Big Comfy Couch,1993,all,7.2/10,52/100,0,0,1,0,1,7.2,7.1,2119,tvSeries,"Fuzzy (title exact, year +-1)",-0.100000000000001,7.2,1339,-0.100000000000001,780,1,TRUE
tt0136658,5198,5538,Quack Pack,1996,7+,6.8/10,50/100,0,0,0,1,1,6.8,6.7,4729,tvSeries,Exact (title + year),-0.0999999999999996,6.8,3850,-0.0999999999999996,879,1,TRUE
tt0138959,2843,2959,Cold Squad,1998,16+,7.0/10,49/100,0,1,0,0,1,7,6.9,738,tvSeries,Exact (title + year),-0.0999999999999996,7,480,-0.0999999999999996,258,1,TRUE
tt0138967,5141,5474,Hercules,1998,all,6.6/10,57/100,0,0,0,1,1,6.6,6.6,11955,tvSeries,Exact (title + year),0,6.6,9714,0,2241,1,TRUE
tt0139774,2407,2485,Dragon Ball GT,1996,7+,6.8/10,62/100,0,1,0,0,1,6.8,6.8,32180,tvSeries,Exact (title + year),0,6.8,24263,0,7917,1,TRUE
tt0144700,5206,5546,101 Dalmatians: The Series,1997,all,6.2/10,49/100,0,0,0,1,1,6.2,6.1,2236,tvSeries,Exact (title + year),-0.100000000000001,6.2,1237,-0.100000000000001,999,1,TRUE
tt0144701,1014,1017,Barney & Friends,1992,all,3.9/10,52/100,1,0,1,0,1,3.9,4.1,8885,tvSeries,Exact (title + year),0.2,3.9,4421,0.2,4464,2,FALSE
tt0144727,3695,3926,Our Mutual Friend,1998,"",8.1/10,56/100,0,0,1,0,1,8.1,8,3043,tvMiniSeries,Exact (title + year),-0.0999999999999996,8.1,2328,-0.0999999999999996,715,1,TRUE
tt0145628,2506,2600,Popeye the Sailor,1960,all,7.1/10,59/100,0,1,0,0,1,7.1,7.1,15737,tvSeries,Exact (title + year),0,7.1,10588,0,5149,1,TRUE
tt0149460,1967,1979,Futurama,1999,16+,8.4/10,88/100,0,1,0,0,1,8.4,8.5,279524,tvSeries,Exact (title + year),0.0999999999999996,8.4,216194,0.0999999999999996,63330,1,TRUE
tt0156200,3887,4157,Babar,1989,all,6.5/10,47/100,0,0,1,0,1,6.5,6.5,5968,tvSeries,Exact (title + year),0,6.5,4688,0,1280,1,TRUE
tt0157246,2179,2227,Will & Grace,1998,16+,7.2/10,71/100,0,1,0,0,1,7.2,7.4,64532,tvSeries,Exact (title + year),0.2,7.2,51750,0.2,12782,1,TRUE
tt0159885,3948,4225,Kratts' Creatures,1996,all,8.2/10,45/100,0,0,1,0,1,8.2,8.2,336,tvSeries,Exact (title + year),0,8.1,223,0.0999999999999996,113,1,TRUE
tt0161952,465,467,Saint Seiya,1986,7+,8.5/10,64/100,1,0,1,0,1,8.5,8.4,12737,tvSeries,Exact (title + year),-0.0999999999999996,8.5,9345,-0.0999999999999996,3392,2,FALSE
tt0162065,2041,2073,Angel,1999,7+,7.9/10,79/100,0,1,1,0,1,7.9,7.9,81054,tvSeries,Exact (title + year),0,7.9,65748,0,15306,2,FALSE
tt0163924,2639,2740,All Saints,1998,16+,7.1/10,55/100,0,1,0,0,1,7.1,7.1,1849,tvSeries,Exact (title + year),0,7,1214,0.0999999999999996,635,1,TRUE
tt0165052,5128,5460,The New Adventures of Winnie the Pooh,1988,all,7.7/10,59/100,0,0,0,1,1,7.7,7.6,5580,tvSeries,Exact (title + year),-0.100000000000001,7.7,3461,-0.100000000000001,2119,1,TRUE
tt0166451,4597,4908,"Mysteries, Magic and Miracles",1994,"","",14/100,0,0,1,0,1,,6.6,33,tvSeries,Exact (title + year),,6.8,20,-0.2,13,1,TRUE
tt0166458,3857,4123,The Ruth Rendell Mysteries,1987,16+,6.8/10,48/100,0,0,1,0,1,6.8,6.9,857,tvSeries,Exact (title + year),0.100000000000001,6.8,369,0.100000000000001,488,1,TRUE
tt0166940,3965,4243,100 Years of Horror,1996,"",7.2/10,45/100,0,0,1,0,1,7.2,7,569,tvSeries,Exact (title + year),-0.2,7.2,362,-0.2,207,1,TRUE
tt0167742,3814,4067,Where on Earth is Carmen Sandiego?,1994,all,7.3/10,50/100,0,0,1,0,1,7.3,7.2,2341,tvSeries,Exact (title + year),-0.0999999999999996,7.3,1740,-0.0999999999999996,601,1,TRUE
tt0167872,3682,3912,David Copperfield,1999,7+,7.7/10,56/100,0,0,1,0,1,7.7,7.6,5539,tvMiniSeries,Exact (title + year),-0.100000000000001,7.7,4155,-0.100000000000001,1384,1,TRUE
tt0168366,218,219,Pokémon,1997,7+,7.5/10,73/100,1,1,1,0,1,7.5,7.6,56797,tvSeries,Exact (title + year),0.0999999999999996,7.5,38932,0.0999999999999996,17865,3,FALSE
tt0169247,5126,5458,So Weird,1999,7+,8.5/10,59/100,0,0,0,1,1,8.5,8.3,3605,tvSeries,Exact (title + year),-0.199999999999999,8.5,2691,-0.199999999999999,914,1,TRUE
tt0169414,3569,3766,Arthur,1996,7+,7.3/10,65/100,0,0,1,0,1,7.3,7.4,17836,tvSeries,Exact (title + year),0.100000000000001,7.3,12546,0.100000000000001,5290,1,TRUE
tt0169516,2729,2834,Young Hercules,1998,7+,5.8/10,53/100,0,1,0,0,1,5.8,5.7,2474,tvSeries,Exact (title + year),-0.0999999999999996,5.7,1787,0,687,1,TRUE
tt0170996,2993,3120,"Pinky, Elmyra & the Brain",1998,"",5.8/10,44/100,0,1,0,0,1,5.8,5.8,1075,tvSeries,Exact (title + year),0,5.8,681,0,394,1,TRUE
tt0173523,4029,4312,Ancient Inventions,1998,"",7.8/10,43/100,0,0,1,0,1,7.8,7.8,150,tvMiniSeries,Exact (title + year),0,7.8,118,0,32,1,TRUE
tt0173554,800,803,H,1998,"",7.4/10,56/100,1,0,0,0,1,7.4,7.4,2157,tvSeries,Exact (title + year),0,7.4,1528,0,629,1,TRUE
tt0174420,1671,1677,Popples,1986,all,6.5/10,39/100,1,0,0,0,1,6.5,6.3,288,tvSeries,Exact (title + year),-0.2,6.5,209,-0.2,79,1,TRUE
tt0175058,2253,2309,The Powerpuff Girls,1998,7+,7.3/10,68/100,0,1,0,0,1,7.3,7.3,52915,tvSeries,Exact (title + year),0,7.3,38387,0,14528,1,TRUE
tt0176095,371,373,The Challenge,1998,16+,7.7/10,67/100,1,1,1,0,1,7.7,8.1,5130,tvSeries,Exact (title + year),0.399999999999999,7.6,2656,0.5,2474,3,FALSE
tt0178147,4599,4910,Kings in Grass Castles,1998,"","",14/100,0,0,1,0,1,,7.4,171,tvMiniSeries,Exact (title + year),,7.4,113,0,58,1,TRUE
tt0179029,3918,4193,Little Men,1998,"",7.6/10,46/100,0,1,1,0,1,7.6,7.7,450,tvSeries,Exact (title + year),0.100000000000001,7.5,301,0.2,149,2,FALSE
tt0179558,3835,4091,The Busy World of Richard Scarry,1994,all,7.5/10,49/100,0,0,1,0,1,7.5,7.4,2364,tvSeries,"Fuzzy (title exact, year +-1)",-0.0999999999999996,7.5,1685,-0.0999999999999996,679,1,TRUE
tt0180342,4145,4439,Blockbusters,1980,"",7.3/10,39/100,0,0,1,0,1,7.3,7.2,144,tvSeries,Exact (title + year),-0.0999999999999996,7.3,90,-0.0999999999999996,54,1,TRUE
tt0180384,1129,1132,Supermarket Sweep,1990,all,7.5/10,50/100,1,1,1,0,1,7.5,7.5,1315,tvSeries,Exact (title + year),0,7.4,763,0.0999999999999996,552,3,FALSE
tt0182576,2010,2035,Family Guy,1999,16+,8.1/10,82/100,0,1,0,0,1,8.1,8.1,390672,tvSeries,Exact (title + year),0,8.1,310148,0,80524,1,TRUE
tt0182629,2204,2254,Rurouni Kenshin,1996,16+,8.5/10,70/100,0,1,1,0,1,8.5,8.5,22146,tvSeries,Exact (title + year),0,8.5,17811,0,4335,2,FALSE
tt0182633,4064,4350,Sergeant Preston of the Yukon,1955,"",7.6/10,41/100,0,0,1,0,1,7.6,7.5,433,tvSeries,Exact (title + year),-0.0999999999999996,7.7,319,-0.2,114,1,TRUE
tt0184135,3586,3787,The League of Gentlemen,1999,18+,8.4/10,64/100,0,0,1,0,1,8.4,8.4,13274,tvSeries,Exact (title + year),0,8.4,10368,0,2906,1,TRUE
tt0185102,3508,3675,Queer as Folk,1999,18+,8.2/10,74/100,0,0,1,0,1,8.2,8.2,8255,tvSeries,Exact (title + year),0,8.2,6154,0,2101,1,TRUE
tt0185103,2270,2328,WWE Raw,1993,7+,7.8/10,67/100,0,1,0,0,1,7.8,7.7,11040,tvSeries,Exact (title + original-language year),-0.0999999999999996,7.8,8370,-0.0999999999999996,2670,1,TRUE
tt0185133,2221,2273,Yu Yu Hakusho,1992,16+,8.4/10,69/100,0,1,0,0,1,8.4,8.5,18441,tvSeries,Exact (title + original-language year),0.0999999999999996,8.4,11891,0.0999999999999996,6550,1,TRUE
tt0187635,5172,5511,Fantastic Four,1994,7+,6.5/10,52/100,0,0,0,1,1,6.5,6.4,4522,tvSeries,Exact (title + original-language year),-0.0999999999999996,6.5,3175,-0.0999999999999996,1347,1,TRUE
tt0187636,3492,3652,Farscape,1999,16+,8.2/10,78/100,0,0,1,0,1,8.2,8.2,43074,tvSeries,Exact (title + year),0,8.3,34027,-0.100000000000001,9047,1,TRUE
tt0190211,3764,4008,Zoboomafoo,1999,7+,7.5/10,52/100,0,0,1,0,1,7.5,7.6,4296,tvSeries,Exact (title + year),0.0999999999999996,7.5,2722,0.0999999999999996,1574,1,TRUE
