title,year,age,imdb_rating_catalog_2021,rotten_tomatoes,hulu,prime_video,disney_plus,n_platforms,exclusive,imdb_ratecount_2021,hours_viewed_2023,views_2023,available_globally_ever,available_globally_always,release_date_earliest,n_distinct_seasons,tconst,imdb_title_type
Aunty Donna's Big Ol' House of Fun,2020,"",8,57/100,0,0,0,1,TRUE,5024,600000,100000,TRUE,TRUE,2020-11-11,1,tt13316746,tvSeries
The Devil Punisher,2020,"",5.9,37/100,0,0,0,1,TRUE,106,5400000,100000,TRUE,TRUE,2020-10-25,1,tt13317376,tvSeries
Voices of Fire,2020,"",6.9,42/100,0,0,0,1,TRUE,328,1400000,200000,TRUE,TRUE,2020-11-20,1,tt13329282,tvSeries
High-Rise Invasion,2021,18+,6.7,54/100,0,0,0,1,TRUE,1579,9600000,800000,TRUE,TRUE,2021-02-25,1,tt13352232,tvSeries
The Way of the Househusband,2021,16+,8.6,45/100,0,0,0,1,TRUE,2045,16300000,1900000,TRUE,TRUE,2021-04-08,2,tt13357124,tvSeries
Trial 4,2020,"",7.4,53/100,0,0,0,1,TRUE,1704,6200000,600000,TRUE,TRUE,2020-11-11,1,tt13363298,tvMiniSeries
Heaven Official's Blessing,2020,"",8.4,55/100,0,0,0,1,TRUE,678,4700000,700000,FALSE,FALSE,,2,tt13375866,tvSeries
Lovestruck in the City,2020,16+,7.8,55/100,0,0,0,1,TRUE,1263,10600000,500000,TRUE,TRUE,2020-12-22,1,tt13394544,tvMiniSeries
Moving On,2009,7+,7.5,49/100,0,0,0,1,TRUE,342,100000,,FALSE,FALSE,,1,tt1340758,tvSeries
Vincenzo,2021,"",8.5,66/100,0,0,0,1,TRUE,6076,129500000,2100000,TRUE,TRUE,2021-02-20,1,tt13433812,tvSeries
Fabulous Lives of Bollywood Wives,2020,"",4.7,55/100,0,0,0,1,TRUE,6896,4100000,400000,TRUE,TRUE,2020-11-27,2,tt13452100,tvSeries
Kings of Jo'Burg,2020,"",5.4,45/100,0,0,0,1,TRUE,416,51500000,1500000,TRUE,TRUE,2020-12-04,2,tt13453828,tvSeries
Alien Worlds,2020,7+,6.5,54/100,0,0,0,1,TRUE,2888,6300000,900000,TRUE,TRUE,2020-12-02,1,tt13464340,tvSeries
Anitta: Made in Honório,2020,"",7,42/100,0,0,0,1,TRUE,336,600000,100000,TRUE,TRUE,2020-12-15,1,tt13486136,tvMiniSeries
The Surgeon's Cut,2020,"",8.5,53/100,0,0,0,1,TRUE,802,3600000,400000,TRUE,TRUE,2020-12-09,1,tt13487106,tvSeries
The Ripper,2020,"",7.1,58/100,0,0,0,1,TRUE,7437,9000000,1400000,TRUE,TRUE,2020-12-16,1,tt13492374,tvMiniSeries
Rhyme Time Town Singalongs,2020,all,8.3,39/100,0,0,0,1,TRUE,11,2400000,500000,TRUE,TRUE,2020-12-22,1,tt13530018,tvSeries
Room 2806: The Accusation,2020,"",7,51/100,0,0,0,1,TRUE,1857,2000000,300000,TRUE,TRUE,2020-12-07,1,tt13540900,tvMiniSeries
Fullmetal Alchemist: Brotherhood,2009,16+,9.1,88/100,1,0,0,2,FALSE,131332,6600000,800000,FALSE,FALSE,,5,tt1355642,tvSeries
Best Leftovers Ever!,2020,all,5.7,44/100,0,0,0,1,TRUE,395,5700000,400000,TRUE,TRUE,2020-12-30,1,tt13563634,tvSeries
BREAK IT ALL: The History of Rock in Latin America,2020,18+,7.6,51/100,0,0,0,1,TRUE,1059,1600000,100000,TRUE,TRUE,2020-12-16,1,tt13570366,tvMiniSeries
Headspace Guide to Meditation,2021,7+,8.5,53/100,0,0,0,1,TRUE,1171,6400000,900000,TRUE,TRUE,2021-01-01,1,tt13617024,tvMiniSeries
History of Swear Words,2021,18+,6.4,57/100,0,0,0,1,TRUE,3981,1600000,200000,TRUE,TRUE,2021-01-05,1,tt13617060,tvSeries
Beyond Evil,2021,"",8.1,61/100,0,0,0,1,TRUE,594,5100000,300000,FALSE,FALSE,,1,tt13634872,tvSeries
Surviving Death,2021,18+,6.1,46/100,0,0,0,1,TRUE,1574,12800000,1000000,TRUE,TRUE,2021-01-06,1,tt13649692,tvSeries
Night Stalker: The Hunt For a Serial Killer,2021,18+,7.5,70/100,0,0,0,1,TRUE,19114,11100000,1600000,TRUE,TRUE,2021-01-13,1,tt13651632,tvMiniSeries
We Are: The Brooklyn Saints,2021,"",6.5,41/100,0,0,0,1,TRUE,122,100000,,TRUE,TRUE,2021-01-29,1,tt13656220,tvSeries
Black Space,2020,"",6.8,59/100,0,0,0,1,TRUE,722,7200000,500000,FALSE,FALSE,2021-05-27,1,tt13660638,tvSeries
Bling Empire,2021,18+,5.8,50/100,0,0,0,1,TRUE,2200,14300000,700000,TRUE,TRUE,2021-01-15,3,tt13660962,tvSeries
"Hello, Me!",2021,"",7.2,46/100,0,0,0,1,TRUE,284,14300000,300000,TRUE,TRUE,2021-02-17,1,tt13670090,tvSeries
Record of Ragnarok,2021,18+,6.2,59/100,0,0,0,1,TRUE,210,179300000,11100000,FALSE,FALSE,2021-06-17,2,tt13676344,tvSeries
Dealer,2021,18+,6.2,48/100,0,0,0,1,TRUE,536,1800000,500000,TRUE,TRUE,2021-03-10,1,tt13702252,tvMiniSeries
Boys Over Flowers,2009,16+,7.9,63/100,1,0,0,2,FALSE,9623,38900000,1400000,FALSE,FALSE,,1,tt1370334,tvSeries
SanPa: Sins of the Savior,2020,"",7.8,52/100,0,0,0,1,TRUE,1255,1100000,100000,TRUE,TRUE,2020-12-30,1,tt13731400,tvMiniSeries
Spycraft,2021,18+,6.7,53/100,0,0,0,1,TRUE,1387,8800000,800000,TRUE,TRUE,2021-01-20,1,tt13789092,tvSeries
Stretch Armstrong & the Flex Fighters,2017,7+,6.5,42/100,0,0,0,1,TRUE,265,3400000,300000,TRUE,TRUE,2017-11-17,2,tt1379164,tvSeries
Love (ft. Marriage and Divorce),2021,7+,5.9,48/100,0,0,0,1,TRUE,162,75400000,1800000,TRUE,TRUE,2021-01-23,3,tt13814840,tvSeries
Crime Scene: The Vanishing at the Cecil Hotel,2021,"",5.9,55/100,0,0,0,1,TRUE,14575,8800000,1100000,TRUE,TRUE,2021-02-10,1,tt13837672,tvMiniSeries
The Charming Stepmom,2019,"",,37/100,0,0,0,1,TRUE,12,2400000,100000,TRUE,TRUE,,1,tt13846404,tvSeries
Buried by the Bernards,2021,16+,7.3,44/100,0,0,0,1,TRUE,301,400000,100000,TRUE,TRUE,2021-02-12,1,tt13848380,tvSeries
Pitta Kathalu,2021,"",5,46/100,0,0,0,1,TRUE,627,400000,,TRUE,TRUE,2021-02-19,1,tt13878800,tvSeries
The One,2021,18+,6.6,61/100,0,0,0,1,TRUE,10339,6300000,500000,TRUE,TRUE,2021-03-12,1,tt13879466,tvSeries
Navillera,2021,"",8.8,55/100,0,0,0,1,TRUE,891,12600000,600000,TRUE,TRUE,2021-03-22,1,tt13885302,tvSeries
Law School,2021,"",8.2,58/100,0,0,0,1,TRUE,632,12900000,300000,TRUE,TRUE,2021-04-14,1,tt13885336,tvSeries
Canine Intervention,2021,16+,6.5,47/100,0,0,0,1,TRUE,772,4000000,400000,TRUE,TRUE,2021-02-24,1,tt13932598,tvSeries
Diamond City,2018,"",,20/100,0,0,0,1,TRUE,9,200000,,FALSE,FALSE,,1,tt13953182,tvSeries
Dinotrux,2015,7+,6.9,44/100,0,0,0,1,TRUE,401,34000000,4200000,FALSE,FALSE,2015-08-14,5,tt1396212,tvSeries
Amend: The Fight for America,2021,18+,7.9,56/100,0,0,0,1,TRUE,15,1100000,100000,TRUE,TRUE,2021-02-17,1,tt13972246,tvMiniSeries
Murder Among the Mormons,2021,16+,7,60/100,0,0,0,1,TRUE,4574,3100000,500000,TRUE,TRUE,2021-03-03,1,tt13987620,tvMiniSeries
Korean Pork Belly Rhapsody,2020,"",,43/100,0,0,0,1,TRUE,19,600000,200000,TRUE,TRUE,,1,tt14017966,tvSeries
MINE,2021,"",7.8,53/100,0,0,0,1,TRUE,157,34700000,800000,TRUE,TRUE,2021-05-08,1,tt14023192,tvSeries
Waffles + Mochi,2021,"",7.6,47/100,0,0,0,1,TRUE,315,2300000,200000,TRUE,TRUE,2021-03-16,1,tt14035218,tvSeries
Marriage or Mortgage,2021,"",5.2,42/100,0,0,0,1,TRUE,335,3100000,200000,TRUE,TRUE,2021-03-10,1,tt14037542,tvSeries
The Vampire Diaries,2009,16+,7.7,86/100,0,0,0,1,TRUE,290534,433300000,25900000,FALSE,FALSE,,8,tt1405406,tvSeries
The Lost Pirate Kingdom,2021,18+,6.6,53/100,0,0,0,1,TRUE,1981,8200000,800000,TRUE,TRUE,2021-03-15,1,tt14057360,tvSeries
Under Suspicion: Uncovering the Wesphael Case,2021,"",6.3,48/100,0,0,0,1,TRUE,446,800000,100000,TRUE,TRUE,2021-03-17,1,tt14078186,tvSeries
Nevenka: Breaking the Silence,2021,"",7,49/100,0,0,0,1,TRUE,506,300000,100000,TRUE,TRUE,2021-03-05,1,tt14091172,tvMiniSeries
This Is Pop,2021,"",6.9,58/100,0,0,0,1,TRUE,10,3200000,300000,TRUE,TRUE,2021-06-22,1,tt14155414,tvSeries
Haunted: Latin America,2021,16+,5.4,47/100,0,0,0,1,TRUE,447,2600000,400000,TRUE,TRUE,2021-03-31,1,tt14164238,tvSeries
Let's Fight Ghost,2021,"",7.7,40/100,0,0,0,1,TRUE,57,2500000,100000,TRUE,TRUE,,1,tt14168868,tvSeries
Worn Stories,2021,"",6.6,45/100,0,0,0,1,TRUE,233,200000,,TRUE,TRUE,2021-04-01,1,tt14177168,tvMiniSeries
Pui Pui Molcar,2021,"",8.1,47/100,0,0,0,1,TRUE,146,6700000,4500000,FALSE,FALSE,,1,tt14202738,tvSeries
The Wedding Coach,2021,"",4.9,42/100,0,0,0,1,TRUE,52,100000,,TRUE,TRUE,2021-04-07,1,tt14210424,tvSeries
This is a Robbery: The World's Biggest Art Heist,2021,18+,6.4,58/100,0,0,0,1,TRUE,3078,3500000,300000,TRUE,TRUE,2021-04-07,1,tt14223858,tvMiniSeries
Sexify,2021,"",6.5,58/100,0,0,0,1,TRUE,3621,51200000,1100000,TRUE,TRUE,2021-04-28,2,tt14315542,tvSeries
Pet Stars,2021,"",5.8,41/100,0,0,0,1,TRUE,79,4200000,800000,TRUE,TRUE,2021-04-30,1,tt14318392,tvSeries
Headspace Guide to Sleep,2021,"",6.8,47/100,0,0,0,1,TRUE,213,5800000,1200000,TRUE,TRUE,2021-04-28,1,tt14318406,tvSeries
The Rational Life,2021,"",8.2,53/100,0,0,0,1,TRUE,16,15500000,300000,TRUE,TRUE,2021-06-18,1,tt14376958,tvSeries
Community,2009,7+,8.5,90/100,1,1,0,3,FALSE,227412,164000000,10400000,TRUE,TRUE,,6,tt1439629,tvSeries
Racket Boys,2021,16+,1.1,42/100,0,0,0,1,TRUE,624,9300000,200000,TRUE,TRUE,2021-05-31,1,tt14482414,tvSeries
"Money, Explained",2021,"",6.9,57/100,0,0,0,1,TRUE,1133,3300000,700000,TRUE,TRUE,2021-05-11,1,tt14492910,tvMiniSeries
Lava Ka Dhaava,2021,"",6.1,41/100,0,0,0,1,TRUE,38,100000,,FALSE,FALSE,2021-05-05,1,tt14492912,tvSeries
High on the Hog: How African American Cuisine Transformed America,2021,"",7.7,59/100,0,0,0,1,TRUE,327,4000000,1000000,TRUE,TRUE,2021-05-26,2,tt14540468,tvSeries
The Prince Who Turns into a Frog,2005,"",7,43/100,0,0,0,1,TRUE,103,400000,,TRUE,TRUE,,1,tt1454440,tvSeries
Human: The World Within,2021,"",6.8,54/100,0,0,0,1,TRUE,187,15100000,1200000,TRUE,TRUE,2021-06-04,1,tt14574154,tvSeries
Mad for Each Other,2021,"",7.9,58/100,0,0,0,1,TRUE,109,12100000,800000,TRUE,TRUE,2021-05-24,1,tt14596414,tvSeries
Creator's File: GOLD,2021,"",6.5,40/100,0,0,0,1,TRUE,8,100000,,FALSE,FALSE,2021-06-03,1,tt14611486,tvSeries
Elite Short Stories: Guzmán Caye Rebe,2021,18+,7.5,60/100,0,0,0,1,TRUE,491,300000,300000,TRUE,TRUE,2021-06-14,1,tt14668192,tvMiniSeries
Elite Short Stories: Carla Samuel,2021,18+,7,63/100,0,0,0,1,TRUE,257,900000,700000,TRUE,TRUE,2021-06-17,1,tt14675560,tvMiniSeries
Elite Short Stories: Omar Ander Alexis,2021,18+,7.4,59/100,0,0,0,1,TRUE,314,200000,200000,TRUE,TRUE,2021-06-16,1,tt14676004,tvMiniSeries
Penguin Town,2021,"",8,59/100,0,0,0,1,TRUE,56,2600000,300000,TRUE,TRUE,2021-06-16,1,tt14677850,tvSeries
The Garfield Show,2009,all,5.4,46/100,0,0,0,1,TRUE,2138,117700000,4500000,FALSE,FALSE,,4,tt1470837,tvSeries
Use for My Talent,2021,"",,45/100,0,0,0,1,TRUE,53,8300000,200000,FALSE,FALSE,,1,tt14747972,tvSeries
Pawn Stars,2009,7+,7.2,65/100,1,1,0,3,FALSE,15585,21900000,1000000,FALSE,FALSE,,2,tt1492088,tvSeries
Hoarders,2009,7+,6.4,59/100,1,0,0,2,FALSE,2643,57900000,2500000,FALSE,FALSE,,2,tt1497563,tvSeries
Bo on the Go!,2007,all,4,35/100,0,0,0,1,TRUE,102,6300000,400000,FALSE,FALSE,,1,tt1516172,tvSeries
The Walking Dead,2010,18+,8.2,93/100,0,0,0,1,TRUE,874835,1272500000,46800000,FALSE,FALSE,,11,tt1520211,tvSeries
Dinosaur King,2007,7+,5.7,43/100,0,0,0,1,TRUE,587,28300000,600000,FALSE,FALSE,,1,tt1524993,tvSeries
Borgen,2010,18+,8.5,79/100,0,0,0,1,TRUE,20760,26000000,1000000,TRUE,TRUE,,3,tt1526318,tvSeries
Shameless,2011,18+,8.5,90/100,1,1,0,3,FALSE,211108,28900000,1500000,FALSE,FALSE,,11,tt1586680,tvSeries
Victorious,2010,7+,6.9,68/100,0,0,0,1,TRUE,21234,164400000,10100000,FALSE,FALSE,,3,tt1604099,tvSeries
Downton Abbey,2010,16+,8.7,83/100,0,1,0,2,FALSE,168315,264900000,12900000,FALSE,FALSE,,6,tt1606375,tvSeries
Angel Beats!,2010,16+,7.7,63/100,0,0,0,1,TRUE,12385,100000,,FALSE,FALSE,,1,tt1639109,tvSeries
Ancient Aliens,2010,7+,7.2,67/100,1,1,0,3,FALSE,9988,29100000,2800000,FALSE,FALSE,,4,tt1643266,tvSeries
The Ultimatum,2009,"",5.4,33/100,0,0,0,1,TRUE,5,100000,,FALSE,FALSE,,1,tt1682704,tvSeries
La Reina del Sur,2011,18+,8,62/100,0,0,0,1,TRUE,2153,758200000,3200000,TRUE,FALSE,2011-09-05,3,tt1704637,tvSeries
Trollhunters: Tales of Arcadia,2016,7+,8.4,69/100,0,0,0,1,TRUE,14076,94600000,6200000,TRUE,TRUE,2016-12-23,3,tt1734135,tvSeries
My Little Pony: Friendship Is Magic,2010,7+,7.6,68/100,1,0,0,2,FALSE,19311,98100000,4700000,TRUE,FALSE,,6,tt1751105,tvSeries
Iris,2009,"",7.9,56/100,0,0,0,1,TRUE,1767,8900000,200000,FALSE,FALSE,,1,tt1757202,tvSeries
Dash & Lily,2020,7+,8,65/100,0,0,0,1,TRUE,12303,11300000,3000000,TRUE,TRUE,2020-11-10,1,tt1758589,tvMiniSeries
Puella Magi Madoka Magica,2011,16+,8.3,65/100,1,0,0,2,FALSE,7879,700000,100000,FALSE,FALSE,,1,tt1773185,tvMiniSeries
Blue Exorcist,2011,16+,7.4,62/100,1,0,0,2,FALSE,11498,4400000,300000,FALSE,FALSE,,1,tt1799631,tvSeries
Aurora,2010,"",,14/100,1,0,0,2,FALSE,183,200000,,FALSE,FALSE,2019-04-25,1,tt1807106,tvSeries
Wakfu,2008,7+,8.2,56/100,0,0,0,1,TRUE,1263,21700000,1300000,TRUE,TRUE,2014-09-12,3,tt1807824,tvSeries
Teen Mom 2,2011,7+,4.3,55/100,0,1,0,2,FALSE,2134,500000,,FALSE,FALSE,,2,tt1821220,tvSeries
New Girl,2011,16+,7.7,85/100,0,0,0,1,TRUE,198083,125100000,,FALSE,FALSE,,7,tt1826940,tvSeries
Top Boy,2011,18+,8.4,77/100,0,0,0,1,TRUE,14419,205600000,25600000,TRUE,TRUE,2019-09-13,3,tt1830379,tvSeries
Longmire,2012,16+,8.3,80/100,0,0,0,1,TRUE,30203,99600000,5300000,FALSE,FALSE,2013-05-15,6,tt1836037,tvSeries
13 Reasons Why,2017,18+,7.6,79/100,0,0,0,1,TRUE,262804,149500000,5800000,TRUE,TRUE,2017-03-31,4,tt1837492,tvSeries
House of Cards,2013,18+,8.7,88/100,0,0,0,1,TRUE,473776,145700000,7200000,TRUE,FALSE,2013-02-01,6,tt1856010,tvSeries
Daughters of Destiny,2017,"",,36/100,0,0,0,1,TRUE,805,1000000,100000,TRUE,TRUE,2017-07-28,1,tt1877895,tvMiniSeries
The Woods,2020,18+,6.5,58/100,0,0,0,1,TRUE,4525,12700000,1200000,TRUE,TRUE,2020-06-12,1,tt1910645,tvMiniSeries
Lilyhammer,2012,18+,8,76/100,0,0,0,1,TRUE,27181,13700000,1000000,FALSE,FALSE,2012-02-06,3,tt1958961,tvSeries
Rita,2012,16+,8.1,64/100,0,0,0,1,TRUE,7933,15600000,1300000,TRUE,TRUE,2013-08-14,5,tt1973692,tvSeries
Call the Midwife,2012,16+,8.4,78/100,0,0,0,1,TRUE,21081,115400000,9100000,FALSE,FALSE,,12,tt1983079,tvSeries
Fate/Zero,2011,18+,8.3,64/100,0,0,0,1,TRUE,10874,300000,,FALSE,FALSE,,2,tt2051178,tvSeries
TIGER & BUNNY,2011,16+,7.4,52/100,1,0,0,2,FALSE,797,700000,,TRUE,TRUE,2016-12-13,1,tt2061527,tvSeries
Oscar's Oasis,2010,"",7.5,42/100,0,0,0,1,TRUE,493,21200000,1000000,FALSE,FALSE,,1,tt2080922,tvSeries
Black Mirror,2011,18+,8.8,92/100,0,0,0,1,TRUE,462672,438700000,41400000,TRUE,FALSE,2013-02-28,6,tt2085059,tvSeries
Transformers: Rescue Bots,2012,7+,6.5,50/100,0,1,0,2,FALSE,784,6200000,300000,FALSE,FALSE,,1,tt2139371,tvSeries
MeatEater,2012,16+,7.7,51/100,0,0,0,1,TRUE,1216,2700000,400000,TRUE,TRUE,2019-10-18,1,tt2169245,tvSeries
Marco Polo,2014,18+,8,77/100,0,1,0,2,FALSE,66364,57500000,3200000,TRUE,TRUE,2014-12-12,2,tt2189461,tvSeries
Arrow,2012,16+,7.5,84/100,0,0,0,1,TRUE,412411,271800000,7300000,FALSE,FALSE,,8,tt2193021,tvSeries
Beauty and the Beast,2012,7+,7,69/100,0,0,1,2,FALSE,35156,5000000,,FALSE,FALSE,,1,tt2193041,tvSeries
Mia and Me,2012,all,6.6,45/100,0,0,0,1,TRUE,539,7900000,300000,FALSE,FALSE,,2,tt2203143,tvSeries
Last Tango in Halifax,2012,16+,8.3,73/100,0,0,0,1,TRUE,5770,4900000,500000,FALSE,FALSE,,4,tt2216156,tvSeries
Sword Art Online,2012,18+,7.6,71/100,1,0,0,2,FALSE,38586,4600000,200000,FALSE,FALSE,,1,tt2250192,tvSeries
Altered Carbon,2018,18+,8,83/100,0,0,0,1,TRUE,147232,49100000,2900000,TRUE,TRUE,2018-02-02,2,tt2261227,tvSeries
Girls und Panzer,2012,16+,7.4,52/100,1,0,0,2,FALSE,1015,100000,,FALSE,FALSE,,1,tt2294076,tvMiniSeries
Meet the Adebanjos,2012,7+,7.6,37/100,0,0,0,1,TRUE,59,400000,,FALSE,FALSE,,3,tt2344781,tvSeries
Kuroko's Basketball,2012,"",8.3,72/100,0,0,0,1,TRUE,6116,59300000,2500000,FALSE,FALSE,,3,tt2348803,tvSeries
Orange Is the New Black,2013,18+,8,87/100,0,0,0,1,TRUE,282734,425400000,15900000,TRUE,TRUE,2013-07-11,7,tt2372162,tvSeries
The Next Step,2013,all,6.2,57/100,0,0,0,1,TRUE,1679,4300000,200000,FALSE,FALSE,,3,tt2374744,tvSeries
Pac-Man and the Ghostly Adventures,2013,7+,4.9,48/100,0,1,0,2,FALSE,534,1500000,100000,FALSE,FALSE,,1,tt2392179,tvSeries
Shadow and Bone,2021,16+,7.7,82/100,0,0,0,1,TRUE,53025,341300000,6500000,TRUE,TRUE,2021-04-23,2,tt2403776,tvSeries
The Bridge,2013,18+,7.6,69/100,1,0,0,2,FALSE,18031,11700000,600000,FALSE,FALSE,,4,tt2406376,tvSeries
Sense8,2015,18+,8.3,84/100,0,0,0,1,TRUE,142819,29500000,1000000,TRUE,TRUE,2015-06-05,2,tt2431438,tvSeries
Wentworth,2013,18+,8.6,73/100,0,0,0,1,TRUE,17834,71800000,4200000,FALSE,FALSE,,8,tt2433738,tvSeries
Peaky Blinders,2013,18+,8.8,93/100,0,0,0,1,TRUE,380565,507400000,45500000,FALSE,FALSE,2014-09-30,6,tt2442560,tvSeries
HAPPY!,2017,18+,8.2,77/100,0,0,0,1,TRUE,34400,14500000,1000000,TRUE,TRUE,2018-04-26,2,tt2452242,tvSeries
The Night Shift,2014,16+,7.4,66/100,0,0,0,1,TRUE,11198,5300000,400000,FALSE,FALSE,,4,tt2477230,tvSeries
Sam & Cat,2013,7+,5.7,59/100,0,0,0,1,TRUE,7924,158100000,5600000,FALSE,FALSE,,1,tt2487090,tvSeries
El Reemplazante,2012,16+,8.5,47/100,0,0,0,1,TRUE,636,2100000,,FALSE,FALSE,,2,tt2488050,tvMiniSeries
Lupin,2021,18+,7.5,87/100,0,0,0,1,TRUE,69419,472100000,92100000,TRUE,TRUE,2021-01-08,3,tt2531336,tvSeries
EastSiders,2012,"",6.9,54/100,0,0,0,1,TRUE,2383,400000,,TRUE,TRUE,,4,tt2558816,tvSeries
Attack on Titan,2013,18+,9,95/100,1,0,0,2,FALSE,234365,52100000,2900000,FALSE,FALSE,,2,tt2560140,tvSeries
Miraculous: Tales of Ladybug & Cat Noir,2015,7+,7.7,73/100,0,0,0,1,TRUE,7761,113700000,5800000,FALSE,FALSE,,1,tt2580046,tvSeries
Sammy & Co,2014,"",5.3,35/100,0,0,0,1,TRUE,24,4300000,100000,FALSE,FALSE,,1,tt2580128,tvSeries
Derek,2013,7+,8,72/100,0,0,0,1,TRUE,28937,2900000,700000,TRUE,TRUE,2013-09-12,3,tt2616280,tvSeries
The Originals,2013,16+,8.2,80/100,0,0,0,1,TRUE,121156,80000000,1800000,FALSE,FALSE,,5,tt2632424,tvSeries
Hostages,2013,16+,6.7,62/100,0,0,0,1,TRUE,9657,1000000,100000,FALSE,FALSE,,2,tt2647258,tvSeries
The 100,2014,16+,7.6,86/100,0,0,0,1,TRUE,224183,436700000,23100000,FALSE,FALSE,,7,tt2661044,tvSeries
Narcos,2015,18+,8.8,90/100,0,0,0,1,TRUE,370855,213000000,10200000,TRUE,TRUE,2015-08-28,3,tt2707408,tvSeries
Black Ink Crew New York,2013,16+,4.6,49/100,1,0,0,2,FALSE,356,100000,,FALSE,FALSE,,1,tt2738096,tvSeries
The Blacklist,2013,16+,8,88/100,0,0,0,1,TRUE,207861,1072000000,30200000,FALSE,FALSE,,10,tt2741602,tvSeries
"That Winter, the Wind Blows",2013,"",7.7,50/100,0,0,0,1,TRUE,1510,17500000,500000,FALSE,FALSE,,1,tt2806646,tvMiniSeries
Velvet,2014,16+,8.1,62/100,0,0,0,1,TRUE,5372,57500000,1600000,FALSE,FALSE,,4,tt2955402,tvSeries
Dare Me,2019,18+,6.7,66/100,0,0,0,1,TRUE,3835,13000000,900000,FALSE,FALSE,2020-03-20,1,tt2983222,tvSeries
Outlander,2014,18+,8.4,88/100,0,0,0,1,TRUE,132777,434400000,16300000,FALSE,FALSE,2016-03-31,7,tt3006802,tvSeries
Locke & Key,2020,16+,7.4,77/100,0,0,0,1,TRUE,45895,104900000,5600000,TRUE,TRUE,2020-02-07,3,tt3007572,tvSeries
Turbo FAST,2013,7+,6.5,43/100,0,0,0,1,TRUE,497,5000000,,FALSE,FALSE,2013-12-24,3,tt3010520,tvSeries
Better Call Saul,2015,18+,8.8,94/100,0,0,0,1,TRUE,341285,455900000,18200000,FALSE,FALSE,2015-02-08,6,tt3032476,tvSeries
Mother Goose Club,2010,"",7.4,43/100,0,0,0,1,TRUE,152,5500000,900000,FALSE,FALSE,,2,tt3040470,tvSeries
Man Down,2013,18+,7.6,58/100,0,0,0,1,TRUE,3375,2400000,400000,FALSE,FALSE,,4,tt3063454,tvSeries
Shtisel,2013,16+,8.6,65/100,0,0,0,1,TRUE,5618,2100000,,TRUE,TRUE,2018-12-14,3,tt3069894,tvSeries
The Chase,2013,all,7.4,50/100,1,0,0,2,FALSE,757,500000,,FALSE,FALSE,,1,tt3077336,tvSeries
Rabbids Invasion,2013,7+,5,50/100,1,0,0,2,FALSE,1502,28900000,1100000,FALSE,FALSE,,3,tt3105674,tvSeries
Sailor Moon Crystal,2014,16+,8,62/100,1,0,0,2,FALSE,1868,7600000,800000,FALSE,FALSE,,3,tt3124992,tvSeries
How to Get Away with Murder,2014,16+,8.1,83/100,1,0,0,2,FALSE,134305,262200000,12100000,FALSE,FALSE,,6,tt3205802,tvSeries
Tayo the Little Bus,2010,"",5.6,40/100,1,1,0,3,FALSE,131,20100000,2000000,TRUE,FALSE,,3,tt3270208,tvSeries
Unbreakable Kimmy Schmidt,2015,16+,7.6,79/100,0,0,0,1,TRUE,64978,31600000,2300000,TRUE,TRUE,2015-03-06,4,tt3339966,tvSeries
Let's Eat,2013,16+,7.7,55/100,0,0,0,1,TRUE,525,500000,,TRUE,TRUE,,1,tt3385484,tvSeries
BoJack Horseman,2014,18+,8.7,86/100,0,0,0,1,TRUE,120928,111300000,9600000,TRUE,TRUE,2014-08-22,6,tt3398228,tvSeries
Some Assembly Required,2014,all,3.7,44/100,0,1,0,2,FALSE,756,26200000,1300000,TRUE,FALSE,2015-06-19,2,tt3441810,tvSeries
Are You The One?,2014,16+,6.5,61/100,1,0,0,2,FALSE,1958,3900000,,FALSE,FALSE,,2,tt3484274,tvSeries
Madam Secretary,2014,16+,7.6,73/100,0,0,0,1,TRUE,20462,97600000,3500000,FALSE,FALSE,,6,tt3501074,tvSeries
iZombie,2015,16+,7.8,80/100,0,0,0,1,TRUE,61628,74500000,3800000,FALSE,FALSE,,5,tt3501584,tvSeries
Bloodline,2015,18+,7.9,76/100,0,0,0,1,TRUE,45398,82400000,3400000,FALSE,FALSE,2015-03-20,3,tt3520702,tvSeries
Schitt's Creek,2015,16+,8.5,86/100,0,0,0,1,TRUE,84994,62500000,6100000,FALSE,FALSE,,6,tt3526078,tvSeries
Autumn's Concerto,2009,16+,8,50/100,0,0,0,1,TRUE,398,3500000,100000,TRUE,TRUE,,1,tt3530668,tvSeries
Black Money Love,2014,"",7.3,61/100,0,0,0,1,TRUE,5197,80900000,300000,FALSE,FALSE,,1,tt3565486,tvSeries
Jane the Virgin,2014,16+,7.8,80/100,0,0,0,1,TRUE,40680,291100000,7700000,TRUE,FALSE,,5,tt3566726,tvSeries
Puffin Rock,2015,all,8.7,49/100,0,0,0,1,TRUE,765,21300000,2500000,TRUE,FALSE,2015-09-01,2,tt3590338,tvSeries
Henry Danger,2014,all,5.7,61/100,0,0,0,1,TRUE,3765,279300000,14300000,FALSE,FALSE,,5,tt3596174,tvSeries
"Nicky, Ricky, Dicky & Dawn",2014,all,5.2,51/100,0,0,0,1,TRUE,2065,116200000,7100000,FALSE,FALSE,,4,tt3596176,tvSeries
Bella and the Bulldogs,2015,all,5.4,53/100,0,0,0,1,TRUE,1484,37100000,2300000,FALSE,FALSE,,2,tt3596178,tvSeries
