title,year,age,imdb_rating_catalog_2021,rotten_tomatoes,hulu,prime_video,disney_plus,n_platforms,exclusive,imdb_ratecount_2021,hours_viewed_2023,views_2023,available_globally_ever,available_globally_always,release_date_earliest,n_distinct_seasons,tconst,imdb_title_type
The Fix,2018,18+,7.1,45/100,0,0,0,1,TRUE,1617,500000,,TRUE,TRUE,2018-12-14,1,tt5960546,tvSeries
The K2,2016,16+,7.8,57/100,0,0,0,1,TRUE,4200,38400000,900000,FALSE,FALSE,,1,tt5966882,tvSeries
Cheer Squad,2016,7+,7.4,45/100,0,0,0,1,TRUE,147,700000,,FALSE,FALSE,,1,tt5993744,tvSeries
White Gold,2017,18+,7.4,67/100,0,0,0,1,TRUE,9792,4200000,700000,TRUE,TRUE,2017-08-17,2,tt6010920,tvSeries
Bottersnikes & Gumbles,2016,7+,5.2,32/100,0,0,0,1,TRUE,39,1700000,200000,FALSE,FALSE,2016-08-19,2,tt6015820,tvSeries
Bill Nye Saves the World,2017,7+,3.6,47/100,0,0,0,1,TRUE,6674,900000,,TRUE,TRUE,2017-04-21,3,tt6021260,tvSeries
Man to Man,2017,"",7.4,56/100,0,0,0,1,TRUE,1004,17500000,1000000,FALSE,FALSE,,1,tt6032762,tvSeries
Kulipari: An Army of Frogs,2016,7+,7,35/100,0,0,0,1,TRUE,226,1700000,200000,TRUE,TRUE,2016-09-02,1,tt6035850,tvSeries
Crazyhead,2016,16+,7.3,64/100,0,0,0,1,TRUE,4538,1000000,100000,TRUE,TRUE,2016-12-16,1,tt6038584,tvMiniSeries
Black Lightning,2018,16+,6.1,71/100,0,0,0,1,TRUE,22795,62900000,2800000,FALSE,FALSE,2018-01-23,4,tt6045840,tvSeries
Molang,2015,all,8.6,49/100,1,1,0,3,FALSE,244,23700000,2300000,FALSE,FALSE,,4,tt6046238,tvSeries
White Rabbit Project,2016,7+,6.9,50/100,0,0,0,1,TRUE,1562,900000,100000,TRUE,TRUE,2016-12-09,1,tt6048644,tvSeries
Takki,2012,all,7.1,41/100,0,0,0,1,TRUE,98,100000,,TRUE,TRUE,2021-10-28,1,tt6052432,tvMiniSeries
Love O2O,2016,16+,8,42/100,0,0,0,1,TRUE,1852,15700000,400000,TRUE,FALSE,,1,tt6055498,tvSeries
Greenhouse Academy,2017,7+,6.9,59/100,0,0,0,1,TRUE,5177,39400000,4400000,TRUE,TRUE,2017-09-08,4,tt6076336,tvSeries
Sacred Games,2018,18+,8.6,80/100,0,0,0,1,TRUE,79222,12000000,900000,TRUE,TRUE,2018-07-06,2,tt6077448,tvSeries
Chef's Table: France,2016,16+,8.3,51/100,0,0,0,1,TRUE,1620,700000,100000,TRUE,TRUE,2016-09-02,1,tt6088326,tvMiniSeries
Life Sentence,2018,16+,6.6,59/100,0,0,0,1,TRUE,3528,3200000,100000,FALSE,FALSE,,1,tt6088922,tvSeries
Damnation,2017,18+,7.7,65/100,0,0,0,1,TRUE,7289,2800000,100000,TRUE,FALSE,2018-02-01,1,tt6106704,tvSeries
My Only Love Song,2017,18+,6.9,45/100,0,0,0,1,TRUE,543,4200000,200000,TRUE,TRUE,2017-06-08,1,tt6125832,tvSeries
Dynasty,2017,16+,7.3,71/100,0,0,0,1,TRUE,16128,198100000,5900000,TRUE,TRUE,2017-10-12,5,tt6128300,tvSeries
Time: The Kalief Browder Story,2017,16+,8.5,67/100,0,0,0,1,TRUE,2398,1800000,200000,TRUE,TRUE,2017-09-15,1,tt6133034,tvMiniSeries
Unit 42,2017,7+,7,54/100,0,0,0,1,TRUE,1918,8200000,,FALSE,FALSE,2019-06-14,2,tt6136644,tvSeries
Workin' Moms,2017,18+,7.6,70/100,0,0,0,1,TRUE,11272,218300000,12100000,TRUE,FALSE,2019-01-04,7,tt6143796,tvSeries
Midnight Diner: Tokyo Stories,2016,16+,8.4,57/100,0,0,0,1,TRUE,3604,5000000,500000,TRUE,TRUE,2016-10-20,2,tt6150576,tvSeries
Occupied,2015,16+,7.7,62/100,0,0,0,1,TRUE,42,2400000,200000,FALSE,FALSE,,3,tt6152568,short
StoryBots Super Songs,2016,all,8.5,39/100,0,0,0,1,TRUE,147,2900000,700000,FALSE,FALSE,,1,tt6163070,tvSeries
Killer Women with Piers Morgan,2016,"",6.5,49/100,1,0,0,2,FALSE,671,500000,100000,FALSE,FALSE,,2,tt6172806,tvSeries
My Sassy Girl,2017,"",6.9,43/100,0,0,0,1,TRUE,407,9400000,300000,TRUE,FALSE,,1,tt6175760,tvSeries
The Hollow,2018,7+,7.2,63/100,0,0,0,1,TRUE,3608,18900000,2000000,TRUE,TRUE,2018-06-08,2,tt6193336,tvSeries
Voice,2017,16+,7.7,54/100,0,0,0,1,TRUE,1380,4200000,100000,TRUE,TRUE,,1,tt6212854,tvSeries
One More Time,2016,"",6.9,45/100,0,0,0,1,TRUE,504,200000,,FALSE,FALSE,2017-01-26,1,tt6212990,tvMiniSeries
Super Monsters,2017,all,6.5,43/100,0,0,0,1,TRUE,341,31100000,5600000,TRUE,TRUE,2017-10-13,3,tt6214876,tvSeries
Captive,2016,"",6.9,50/100,0,0,0,1,TRUE,600,5500000,200000,TRUE,TRUE,2016-12-09,1,tt6246500,tvSeries
The End of the F***ing World,2017,18+,8.1,85/100,0,0,0,1,TRUE,154424,26600000,4600000,TRUE,TRUE,2018-01-05,2,tt6257970,tvSeries
Sisters,2017,"",7.5,52/100,0,0,0,1,TRUE,1499,1700000,100000,FALSE,FALSE,2018-09-01,1,tt6258050,tvMiniSeries
Be with You,2015,"",7.1,30/100,0,0,0,1,TRUE,15,300000,,FALSE,FALSE,,1,tt6270550,tvSeries
Back to 1989,2016,"",8.4,46/100,0,0,0,1,TRUE,83,500000,,TRUE,TRUE,,1,tt6273088,tvSeries
Seven Seconds,2018,18+,7.7,71/100,0,0,0,1,TRUE,13850,46400000,1900000,TRUE,TRUE,2018-02-23,1,tt6297682,tvMiniSeries
My Secret Romance,2017,16+,7.1,55/100,0,0,0,1,TRUE,2239,8900000,,TRUE,TRUE,,1,tt6300100,tvSeries
Samurai Gourmet,2017,"",8.1,53/100,0,0,0,1,TRUE,1858,900000,100000,TRUE,TRUE,2017-03-16,1,tt6304676,tvMiniSeries
Atypical,2017,16+,8.3,88/100,0,0,0,1,TRUE,64352,66500000,5400000,TRUE,TRUE,2017-08-11,4,tt6315640,tvSeries
Abstract: The Art of Design,2017,16+,8.4,73/100,0,0,0,1,TRUE,4962,2400000,200000,TRUE,TRUE,2017-02-10,2,tt6333098,tvSeries
Hot Girls Wanted: Turned On,2017,18+,6.6,62/100,0,0,0,1,TRUE,2024,1600000,100000,TRUE,TRUE,2017-04-21,1,tt6333104,tvMiniSeries
Little Witch Academia,2017,7+,7.9,60/100,0,0,0,1,TRUE,2536,10200000,1000000,TRUE,FALSE,2017-01-08,2,tt6352180,tvSeries
The Disastrous Life of Saiki K.,2016,16+,8.3,65/100,0,0,0,1,TRUE,4444,51600000,3400000,TRUE,TRUE,,3,tt6354518,tvSeries
Tunnel,2017,16+,8.3,56/100,0,0,0,1,TRUE,2080,2900000,100000,TRUE,TRUE,,1,tt6356086,tvSeries
Inborn Pair,2011,"",6.9,38/100,0,0,0,1,TRUE,76,1800000,,TRUE,TRUE,,1,tt6357282,tvSeries
Hilda,2018,7+,8.6,74/100,0,0,0,1,TRUE,7738,33900000,4600000,TRUE,TRUE,2018-09-21,3,tt6385540,tvSeries
Bad Blood,2017,18+,7.5,68/100,0,0,0,1,TRUE,7937,100000,,FALSE,FALSE,,1,tt6423364,tvSeries
Fate/Apocrypha,2017,18+,6.6,47/100,0,0,0,1,TRUE,1886,6000000,500000,TRUE,TRUE,2017-07-02,2,tt6424454,tvSeries
Stranger,2017,18+,8.6,66/100,0,0,0,1,TRUE,6134,40900000,1000000,TRUE,FALSE,2017-06-13,2,tt6461346,tvSeries
LEGO Friends: The Power of Friendship,2016,7+,6,36/100,0,0,0,1,TRUE,31,1600000,900000,TRUE,TRUE,2016-03-04,2,tt6464612,tvSeries
Somewhere Between,2017,16+,6.3,55/100,0,0,0,1,TRUE,5024,28600000,2600000,FALSE,FALSE,2018-06-29,1,tt6467294,tvSeries
Money Heist,2017,18+,8.3,90/100,0,0,0,1,TRUE,331604,447700000,28300000,TRUE,TRUE,2017-07-01,5,tt6468322,tvSeries
Champions,2018,16+,6.1,57/100,1,0,0,2,FALSE,3287,2000000,300000,FALSE,FALSE,2018-06-11,1,tt6470396,tvSeries
Good Girls,2018,16+,7.8,84/100,1,0,0,2,FALSE,37048,240500000,14200000,TRUE,TRUE,2018-07-03,4,tt6474378,tvSeries
Insatiable,2018,18+,6.5,67/100,0,0,0,1,TRUE,23649,74500000,4000000,TRUE,TRUE,2018-08-10,2,tt6487482,tvSeries
Eternal Love,2017,7+,8.3,54/100,0,0,0,1,TRUE,1868,21200000,300000,TRUE,FALSE,,1,tt6488862,tvSeries
Final Fantasy XIV: Dad of Light,2017,7+,7,51/100,0,0,0,1,TRUE,526,100000,,FALSE,FALSE,,1,tt6497076,tvMiniSeries
Valor,2017,16+,6,57/100,0,0,0,1,TRUE,2925,1800000,100000,FALSE,FALSE,,1,tt6503244,tvSeries
Castlevania,2017,18+,8.3,82/100,0,0,0,1,TRUE,48976,53500000,10000000,TRUE,TRUE,2017-07-07,4,tt6517102,tvSeries
Little Things,2016,18+,8.3,61/100,0,0,0,1,TRUE,4812,4300000,700000,TRUE,TRUE,2018-10-05,4,tt6522580,tvSeries
Big Mouth,2017,18+,7.9,81/100,0,0,0,1,TRUE,60228,193200000,24800000,TRUE,TRUE,2017-09-29,7,tt6524350,tvSeries
The Forest,2017,"",7.2,58/100,0,0,0,1,TRUE,8677,22100000,2400000,TRUE,TRUE,2018-06-29,1,tt6560040,tvMiniSeries
VeggieTales in the City,2017,all,6,42/100,0,0,0,1,TRUE,88,10800000,500000,FALSE,FALSE,2017-02-24,2,tt6562134,tvSeries
Booba,2014,all,7,49/100,0,1,0,2,FALSE,311,130000000,22200000,TRUE,TRUE,,3,tt6581428,tvSeries
Five Came Back,2017,16+,8.3,73/100,0,0,0,1,TRUE,4165,1300000,200000,TRUE,TRUE,2017-03-31,1,tt6587094,tvMiniSeries
Terrace House: Aloha State,2016,"",7.5,49/100,0,0,0,1,TRUE,878,4600000,400000,TRUE,TRUE,2016-10-31,4,tt6588218,tvSeries
Buddy Thunderstruck,2017,7+,7.8,45/100,0,0,0,1,TRUE,456,900000,100000,TRUE,TRUE,2017-03-10,1,tt6591468,tvSeries
Hitler's Circle of Evil,2017,"",8,58/100,0,0,0,1,TRUE,3447,12700000,700000,TRUE,TRUE,,1,tt6600720,tvMiniSeries
Kingdom,2019,18+,8.4,82/100,1,0,0,2,FALSE,32544,31200000,3000000,TRUE,TRUE,2019-01-25,2,tt6611916,tvSeries
Deadwind,2018,18+,7.2,61/100,0,0,0,1,TRUE,7059,33400000,1700000,TRUE,TRUE,2018-08-23,3,tt6616260,tvSeries
Samantha!,2018,7+,6.7,44/100,0,0,0,1,TRUE,474,100000,,TRUE,TRUE,2018-07-06,1,tt6626676,tvSeries
The Rain,2018,18+,6.3,65/100,0,0,0,1,TRUE,32319,76600000,7900000,TRUE,TRUE,2018-05-04,3,tt6656238,tvSeries
Million Yen Women,2017,"",,14/100,0,0,0,1,TRUE,1587,1100000,100000,TRUE,TRUE,2017-04-06,1,tt6686450,tvMiniSeries
El Chapo,2017,18+,7.8,66/100,0,0,0,1,TRUE,15746,199200000,10900000,TRUE,TRUE,2017-06-16,3,tt6692188,tvSeries
The Miracle,2016,"",6.5,38/100,0,0,0,1,TRUE,166,500000,,FALSE,FALSE,,1,tt6703344,tvSeries
Two Fathers,2013,"",,18/100,0,0,0,1,TRUE,39,800000,,FALSE,FALSE,,1,tt6707142,tvSeries
Requiem,2018,18+,6.5,64/100,0,0,0,1,TRUE,5604,7200000,600000,TRUE,TRUE,2018-03-23,1,tt6712390,tvMiniSeries
Spy Kids: Mission Critical,2018,all,4.9,39/100,0,0,0,1,TRUE,278,12200000,1400000,TRUE,TRUE,2018-04-20,2,tt6714408,tvSeries
Collateral,2018,18+,6.8,68/100,0,0,0,1,TRUE,15178,14500000,1700000,TRUE,TRUE,2018-03-09,1,tt6729080,tvMiniSeries
Morocco: Love in Times of War,2017,"",7.6,52/100,0,0,0,1,TRUE,2645,600000,,FALSE,FALSE,,1,tt6740146,tvSeries
The Haunting of Hill House,2018,18+,8.6,82/100,0,0,0,1,TRUE,191583,55200000,3400000,TRUE,TRUE,2018-10-12,1,tt6763664,tvMiniSeries
Inside the Criminal Mind,2018,18+,5.5,45/100,1,0,0,2,FALSE,858,3600000,500000,TRUE,TRUE,2018-08-31,1,tt6775794,tvSeries
Terrorism Close Calls,2018,"",5.2,40/100,0,0,0,1,TRUE,569,7900000,300000,TRUE,TRUE,2018-10-26,1,tt6775816,tvSeries
The New Legends of Monkey,2018,7+,6.5,62/100,0,0,0,1,TRUE,3801,28500000,3200000,TRUE,TRUE,2018-04-27,2,tt6807662,tvSeries
Perfume,2018,18+,7.1,56/100,0,0,0,1,TRUE,7595,8400000,800000,TRUE,TRUE,2018-12-21,1,tt6811236,tvSeries
Jenni Rivera: Mariposa de Barrio,2017,"",7.3,45/100,0,0,0,1,TRUE,201,8700000,,FALSE,FALSE,,1,tt6834120,tvSeries
Dogs of Berlin,2018,16+,7.6,59/100,0,0,0,1,TRUE,11107,9400000,500000,TRUE,TRUE,2018-12-07,1,tt6839788,tvSeries
Sparta,2018,18+,6.6,48/100,0,0,0,1,TRUE,241,100000,,FALSE,FALSE,,1,tt6840106,tvSeries
ReBoot: The Guardian Code,2018,7+,3.8,43/100,0,0,0,1,TRUE,1095,5800000,700000,TRUE,TRUE,2018-03-30,2,tt6849940,tvSeries
The King's Avatar,2017,7+,7.7,57/100,0,0,0,1,TRUE,899,8800000,100000,TRUE,TRUE,,1,tt6859260,tvSeries
All Hail King Julien: Exiled,2017,7+,7.5,45/100,0,0,0,1,TRUE,451,12000000,900000,TRUE,TRUE,2017-05-12,1,tt6865906,tvSeries
Jimmy: The True Story of a True Idiot,2018,all,6.8,31/100,0,0,0,1,TRUE,61,1200000,100000,TRUE,FALSE,2018-07-20,1,tt6866914,tvSeries
The Mechanism,2018,18+,8.4,74/100,0,0,0,1,TRUE,35654,7200000,500000,TRUE,TRUE,2018-03-23,2,tt6873658,tvSeries
American Vandal,2017,16+,8.2,78/100,0,0,0,1,TRUE,27590,3600000,300000,TRUE,TRUE,2017-09-15,2,tt6877772,tvSeries
Tidelands,2018,18+,7,66/100,0,0,0,1,TRUE,6988,18400000,1200000,TRUE,TRUE,2018-12-14,1,tt6898970,tvSeries
Nightflyers,2018,18+,5.9,61/100,0,0,0,1,TRUE,12052,6200000,400000,TRUE,TRUE,2019-02-01,1,tt6903284,tvSeries
The Dark Crystal: Age of Resistance,2019,7+,8.4,77/100,0,0,0,1,TRUE,22156,5500000,300000,TRUE,TRUE,2019-08-30,1,tt6905542,tvSeries
Alexa & Katie,2018,all,7.5,62/100,0,0,0,1,TRUE,3459,106900000,11800000,TRUE,TRUE,2018-03-23,4,tt6916746,tvSeries
Free Rein,2017,all,7.3,53/100,0,0,0,1,TRUE,1736,76300000,8100000,TRUE,TRUE,2017-06-22,3,tt6928052,tvSeries
Miss in Kiss,2016,"",7.6,45/100,0,0,0,1,TRUE,81,400000,,FALSE,FALSE,,1,tt6954524,tvSeries
Larva,2011,all,7.2,39/100,0,0,0,1,TRUE,381,47500000,7200000,TRUE,TRUE,,3,tt6966158,tvSeries
My Runway,2016,7+,6.4,41/100,0,0,0,1,TRUE,211,700000,100000,TRUE,TRUE,,1,tt6968336,tvSeries
Unauthorized Living,2018,18+,7.5,56/100,0,0,0,1,TRUE,3620,94500000,3000000,TRUE,TRUE,2019-02-08,2,tt6970700,tvSeries
Cocaine Coast,2018,18+,7.9,61/100,0,0,0,1,TRUE,3313,3300000,200000,FALSE,FALSE,,1,tt6970710,tvMiniSeries
Kantaro: The Sweet Tooth Salaryman,2017,7+,7.5,55/100,0,0,0,1,TRUE,696,200000,,TRUE,TRUE,2017-07-06,1,tt6983520,tvSeries
Nailed It!,2018,7+,7.4,69/100,0,0,0,1,TRUE,4024,26600000,4200000,TRUE,TRUE,2018-03-09,6,tt6987788,tvSeries
Strongest Deliveryman,2017,"",7.3,44/100,0,0,0,1,TRUE,421,6700000,200000,FALSE,FALSE,,1,tt7022748,tvSeries
Life Plan A and B,2017,7+,7.6,38/100,0,0,0,1,TRUE,90,200000,,FALSE,FALSE,,1,tt7034962,tvMiniSeries
Carmen Sandiego,2019,7+,7.9,61/100,0,0,0,1,TRUE,4621,27700000,3800000,TRUE,TRUE,2019-01-18,4,tt7042146,tvSeries
Osmosis,2019,16+,5.9,60/100,0,0,0,1,TRUE,2677,2300000,200000,TRUE,TRUE,2019-03-29,1,tt7043380,tvSeries
The Rise of Phoenixes,2018,7+,8.6,56/100,0,0,0,1,TRUE,1280,9900000,100000,FALSE,FALSE,2018-09-14,1,tt7052634,tvSeries
The Toys That Made Us,2017,16+,8.1,70/100,0,0,0,1,TRUE,5010,4300000,500000,TRUE,TRUE,2017-12-22,3,tt7053920,tvSeries
Violet Evergarden,2018,16+,8.5,69/100,0,0,0,1,TRUE,14078,8100000,800000,TRUE,TRUE,2018-01-11,1,tt7078180,tvMiniSeries
Everything Sucks!,2018,16+,7.5,72/100,0,0,0,1,TRUE,15774,3300000,300000,TRUE,TRUE,2018-02-16,1,tt7078710,tvSeries
Tales of the City,2019,16+,7.4,60/100,0,0,0,1,TRUE,6722,4300000,300000,TRUE,TRUE,2019-06-07,1,tt7087260,tvMiniSeries
Mr. Sunshine,2018,18+,8.8,67/100,0,0,0,1,TRUE,4918,59800000,800000,TRUE,TRUE,2018-07-07,1,tt7094780,tvSeries
Live Up To Your Name,2017,"",7.9,48/100,0,0,0,1,TRUE,829,22100000,500000,TRUE,TRUE,,1,tt7094874,tvSeries
A Korean Odyssey,2017,"",8.1,59/100,0,0,0,1,TRUE,3486,42700000,700000,TRUE,TRUE,2017-12-29,1,tt7099334,tvSeries
The Standups,2017,"",6.7,55/100,0,0,0,1,TRUE,993,4200000,500000,TRUE,TRUE,2017-07-04,3,tt7107518,tvSeries
Derry Girls,2018,16+,8.4,81/100,0,0,0,1,TRUE,23427,36400000,7200000,TRUE,FALSE,2018-12-21,3,tt7120662,tvSeries
The Dream Job,2016,"",6.1,31/100,0,0,0,1,TRUE,12,100000,,FALSE,FALSE,,1,tt7131688,tvSeries
Yours Fatefully,2012,"",6.6,30/100,0,0,0,1,TRUE,10,200000,,FALSE,FALSE,,1,tt7131690,tvSeries
The Truth Seekers,2016,"",7.1,33/100,0,0,0,1,TRUE,15,100000,,FALSE,FALSE,,1,tt7131694,tvSeries
Kakegurui,2017,16+,7.2,60/100,0,0,0,1,TRUE,5831,2500000,400000,TRUE,TRUE,,2,tt7131720,tvSeries
Elite,2018,18+,7.5,86/100,0,0,0,1,TRUE,53841,345300000,35800000,TRUE,TRUE,2018-10-05,7,tt7134908,tvSeries
When They See Us,2019,18+,8.9,86/100,0,0,0,1,TRUE,99840,18500000,2300000,TRUE,TRUE,2019-05-31,1,tt7137906,tvMiniSeries
The Many Faces of Ito,2017,"",6.4,42/100,0,0,0,1,TRUE,175,200000,,TRUE,TRUE,2017-08-23,1,tt7138120,movie
The Bureau of Magical Things,2018,7+,6.7,65/100,0,0,0,1,TRUE,1001,55900000,3800000,TRUE,FALSE,,2,tt7153034,tvSeries
Fugitiva,2018,18+,5.7,39/100,0,0,0,1,TRUE,566,17700000,900000,TRUE,TRUE,2018-11-23,1,tt7158972,tvSeries
Yummy Mummies,2017,7+,4.1,40/100,0,0,0,1,TRUE,605,400000,,TRUE,FALSE,2019-01-18,2,tt7172230,tvSeries
The Good Cop,2018,16+,7.1,58/100,0,0,0,1,TRUE,5071,16000000,700000,TRUE,TRUE,2018-09-21,1,tt7183074,tvSeries
Ask the Doctor,2017,"",6.6,39/100,0,0,0,1,TRUE,240,1200000,100000,FALSE,FALSE,2018-10-18,1,tt7188736,tvSeries
Luo Bao Bei,2018,all,7.6,34/100,0,0,0,1,TRUE,25,2900000,100000,FALSE,FALSE,,1,tt7192414,tvSeries
Suburra: Blood on Rome,2017,18+,7.9,62/100,0,0,0,1,TRUE,12673,33500000,2900000,TRUE,TRUE,2017-10-06,3,tt7197684,tvSeries
A Little Help with Carol Burnett,2018,"",6.2,43/100,0,0,0,1,TRUE,211,500000,,TRUE,TRUE,2018-05-04,1,tt7204366,tvSeries
Lost Song,2018,16+,7.2,45/100,0,0,0,1,TRUE,318,1200000,100000,TRUE,FALSE,2018-03-31,1,tt7211600,tvSeries
Robot Trains,2017,all,6.2,40/100,0,1,0,2,FALSE,64,6400000,,FALSE,FALSE,,2,tt7216288,tvSeries
AMO,2018,18+,6.5,47/100,0,0,0,1,TRUE,375,700000,100000,TRUE,TRUE,2018-04-09,1,tt7218736,tvMiniSeries
Cobra Kai,2018,16+,8.6,89/100,0,0,0,1,TRUE,119657,337700000,29200000,TRUE,TRUE,2020-08-28,5,tt7221388,tvSeries
Zumbo's Just Desserts,2016,7+,6.9,52/100,0,0,0,1,TRUE,1904,7000000,300000,FALSE,FALSE,2020-01-10,1,tt7239256,tvSeries
The Kominsky Method,2018,18+,8.2,82/100,0,0,0,1,TRUE,30079,15600000,2400000,TRUE,TRUE,2018-11-16,3,tt7255502,tvSeries
Queer Eye,2018,16+,8.5,78/100,0,0,0,1,TRUE,15831,80100000,2600000,TRUE,TRUE,2018-02-07,7,tt7259746,tvSeries
Undercover,2019,18+,7.8,64/100,0,1,0,2,FALSE,12255,60800000,4900000,TRUE,TRUE,2019-05-03,3,tt7263154,tvSeries
Sunny Bunnies,2015,all,6.8,42/100,0,0,0,1,TRUE,68,18900000,5400000,TRUE,TRUE,,2,tt7264084,tvSeries
Because This Is My First Life,2017,16+,8.1,55/100,0,0,0,1,TRUE,3009,34400000,1000000,TRUE,TRUE,,1,tt7278588,tvSeries
Fire Chasers,2017,"",6.6,37/100,0,0,0,1,TRUE,324,900000,100000,TRUE,TRUE,2017-09-08,1,tt7293754,tvMiniSeries
Black,2017,16+,8,63/100,0,0,0,1,TRUE,2997,1200000,,FALSE,FALSE,2017-10-25,1,tt7298976,tvSeries
Chosen,2018,"",5.5,39/100,0,1,0,2,FALSE,114,4200000,300000,TRUE,TRUE,2022-01-27,1,tt7317178,tvSeries
The Letdown,2017,"",7.5,63/100,0,0,0,1,TRUE,2837,5300000,700000,TRUE,TRUE,2018-04-21,2,tt7320300,tvSeries
The Eddy,2020,18+,7.2,60/100,0,0,0,1,TRUE,2570,200000,,TRUE,TRUE,2020-05-08,1,tt7322210,tvMiniSeries
YOU,2018,18+,7.7,85/100,0,0,0,1,TRUE,153777,868100000,12700000,TRUE,TRUE,2018-12-26,4,tt7335184,tvSeries
Revolutionary Love,2017,7+,7.1,42/100,0,0,0,1,TRUE,508,7800000,,TRUE,TRUE,,1,tt7340800,tvSeries
Neo Yokio,2017,18+,5.9,52/100,0,0,0,1,TRUE,3115,100000,,TRUE,TRUE,2017-09-22,1,tt7343832,tvMiniSeries
The Confession Tapes,2017,16+,7.5,65/100,0,0,0,1,TRUE,4949,7100000,600000,TRUE,TRUE,2017-09-08,2,tt7349602,tvSeries
Black Crows,2018,18+,5.6,40/100,0,0,0,1,TRUE,229,800000,,TRUE,TRUE,,1,tt7356518,tvSeries
1983,2018,18+,6.8,67/100,0,0,0,1,TRUE,3809,3100000,200000,TRUE,TRUE,2018-11-30,1,tt7371666,tvSeries
Pine Gap,2018,16+,7.2,62/100,0,0,0,1,TRUE,4012,15600000,900000,FALSE,FALSE,2018-12-07,1,tt7371868,tvMiniSeries
Traitors,2019,18+,6.6,61/100,0,0,0,1,TRUE,2446,4800000,500000,TRUE,TRUE,2019-03-29,1,tt7371896,tvSeries
All American,2018,16+,7.7,79/100,0,0,0,1,TRUE,6863,224500000,5500000,FALSE,FALSE,,5,tt7414406,tvSeries
Diablero,2018,16+,6.7,53/100,0,0,0,1,TRUE,2276,8200000,700000,TRUE,TRUE,2018-12-21,2,tt7414954,tvSeries
Ratched,2020,18+,7.3,72/100,0,0,0,1,TRUE,43389,21500000,1600000,TRUE,TRUE,2020-09-18,1,tt7423538,tvSeries
My Dead Ex,2018,"",7.2,47/100,0,0,0,1,TRUE,347,200000,,FALSE,FALSE,,1,tt7428106,tvSeries
Medal of Honor,2018,16+,8.4,55/100,0,1,0,2,FALSE,1473,3700000,300000,TRUE,TRUE,2018-11-09,1,tt7440274,tvSeries
Jack Whitehall: Travels with My Father,2017,18+,7.7,57/100,0,0,0,1,TRUE,4159,8300000,1500000,TRUE,TRUE,2017-09-22,5,tt7453996,tvSeries
Children of the Whales,2017,16+,7.1,52/100,0,0,0,1,TRUE,1367,1700000,100000,TRUE,TRUE,2017-10-07,1,tt7484994,tvMiniSeries
The Who Was? Show,2018,"",6.8,42/100,0,0,0,1,TRUE,547,6900000,600000,TRUE,TRUE,2018-05-11,1,tt7488702,tvSeries
Welcome to the Family,2018,16+,6.7,41/100,0,0,0,1,TRUE,378,4700000,300000,TRUE,TRUE,2018-07-27,1,tt7490342,tvSeries
Kibaoh Klashers,2017,7+,6.3,27/100,0,0,0,1,TRUE,13,3800000,300000,TRUE,TRUE,,2,tt7492122,tvSeries
Bodyguard,2018,18+,8.1,83/100,0,0,0,1,TRUE,100802,92100000,6600000,TRUE,TRUE,2018-10-24,1,tt7493974,tvMiniSeries
Ainori Love Wagon: Asian Journey,2017,"",6.9,40/100,0,0,0,1,TRUE,236,3600000,200000,TRUE,FALSE,2017-10-26,2,tt7510930,tvSeries
Ultraviolet,2017,18+,7,55/100,1,0,0,2,FALSE,1408,500000,,TRUE,TRUE,2019-12-19,1,tt7514746,tvSeries
The Big Family Cooking Showdown,2017,7+,7,45/100,0,0,0,1,TRUE,578,8500000,300000,TRUE,TRUE,2017-11-03,2,tt7518558,tvSeries
Russian Doll,2019,18+,7.9,82/100,0,0,0,1,TRUE,70851,14100000,1500000,TRUE,TRUE,2019-02-01,2,tt7520794,tvSeries
Trolls: The Beat Goes On!,2018,all,5.9,48/100,0,0,0,1,TRUE,698,63000000,11800000,TRUE,TRUE,2018-01-19,8,tt7539608,tvSeries
Chilling Adventures of Sabrina,2018,16+,7.5,80/100,0,0,0,1,TRUE,81283,123600000,7000000,TRUE,TRUE,2018-10-26,4,tt7569592,tvSeries
Creeped Out,2017,7+,6.6,53/100,0,0,0,1,TRUE,1507,23600000,2400000,TRUE,TRUE,2018-10-04,2,tt7573024,tvSeries
"Roswell, New Mexico",2019,16+,6.2,70/100,0,0,0,1,TRUE,9419,24100000,1400000,FALSE,FALSE,,4,tt7588054,tvSeries
Trump: An American Dream,2017,"",7.2,51/100,0,0,0,1,TRUE,3742,5700000,800000,TRUE,TRUE,2018-03-30,1,tt7596008,tvMiniSeries
The Twelve,2019,16+,7.5,57/100,0,0,0,1,TRUE,4239,9100000,500000,FALSE,FALSE,2020-04-17,1,tt7605396,tvSeries
Wanderlust,2018,16+,7.1,60/100,0,0,0,1,TRUE,4713,6500000,700000,TRUE,TRUE,2018-10-19,1,tt7608238,tvSeries
The Final Table,2018,all,7.7,59/100,0,0,0,1,TRUE,3485,13600000,700000,TRUE,TRUE,2018-11-20,1,tt7619858,tvSeries
Prison Playbook,2017,"",8.4,57/100,0,0,0,1,TRUE,1996,28200000,500000,TRUE,TRUE,2017-12-01,1,tt7622902,tvSeries
Man Like Mobeen,2017,18+,8,53/100,0,0,0,1,TRUE,1885,2400000,600000,FALSE,FALSE,,3,tt7639280,tvSeries
Shot in the Dark,2017,18+,8.3,51/100,0,0,0,1,TRUE,1617,4400000,300000,TRUE,TRUE,2017-11-17,1,tt7644680,tvSeries
